"","date","and.mail","anglija.lt","animal.print.wallpaper","aptana.studio","benefity.w.uk","bikram.yoga.manchester","blogger.blogs","bodywise","border.agency","bristol.evening.post","broken.laptops","cake.courses","cancer.network","cheap.mots","children.centre.jobs","club.visa","cracked.com","credit.management","cupcake.company","cupcake.shops","custom.wordpress","design.blogs","dieline","dove.spa","easy.as.hgv","electrician.jobs","enzoani","fabric.inspirations","free.wordpress.themes","geek.glasses","geeky.glasses","get.my.website.on.google","good.run","government.vacancies","guard.jobs","hairandbeautyjobs","hopital","how.to.get.a.crb.check","impact.level","income.based","independent.review","jewellery.blog","jewellery.school","job.is","job.seekers","jobrapido","jobs.in.berkshire","jobs.in.crawley.west.sussex","jobs.in.halifax.west.yorkshire","jquery.bind","jquery.plugin","keepmoat.homes","labourer.jobs.in.london","light.in.a.box","ltv.mortgages","makeuseof","mckinsey.quarterly","mobile.selling","muscle.fuel","napp","naruto.wiki","nerd.glasses","netmums","nhs.information","nursing.diploma","official.guide","pedal.studio","perfection.bridal","phd.pharma","phone.selling","priority.club.visa","ptlls","purple.wedding.flowers","quality.inn.international","reader","redundancy.insurance","rubicon.people","security.jobs.in.glasgow","sell.a.mobile","sharethis","simply.childcare","skyhome","soaked.in.luxury","sound.converter","text.check","the.best.protein.shake","tiger.insurance","twitter.feeds","twitter.icons","twitter.widget","uk.border.agency","uk.border","unemployed.in.uk","unemployed","usn.muscle.fuel.anabolic","usn.muscle.fuel","virgin.finance","welsh.football.trust","winsford.lifestyle.centre","www.totaljobs.com","xenapp","xogogo","zebra.print.wallpaper","X10.cake","active.london","after.redundancy","alfa.romeo.mito","anyone.have","ask.a.lawyer","b4busty","bam.construct","been.made.redundant","being.made.redundant","bridgend.property","can.i.be.made.redundant","capital.plus","changing.the.world","cheap.baby","chichester.jobs","citysocialising","claim.jobseekers.allowance","claiming.job.seekers","claiming.redundancy","class.fitness","community.treatment.order","consultation.period","consultation.redundancy","corporate.bond.funds","corporate.bond.index","crazy.events","cut.jobs","darling.clothing","debt.support","direct.gov.uk","directgov.com","downturn","driving.jobs.in.kent","economic.downturn","ehow","enduro.news","esxi.server","facing.redundancy","fashion.internships","fonesafe","gb.oils","give.me.a.call","goal.centre","good.agency","government.payment","guarantee.pay","guardian.home.exchange","help.for.small.business","home.option","hospitals.bristol","hotel.smithfield","housing.benefits","how.much.income.support","how.much.is.unemployment","how.to.calculate.redundancy","i.have.been.made.redundant","i.love.my.bear","job.losses.uk","job.losses","jobcentre.plus","jobcentre","jobs.at.morrisons","jobseeker.allowance","kfc.coupons","king.careers","laid.off","lay.off","laying.off","layoff","layoffs","liberty.leasing","live.messenger.sign.in","lloyds.tsb.international","lloyds.tsb.phone","losses","lotc","ltv","made.redundant","making.redundancies","making.someone.redundant","maldron.hotel.smithfield","meal.offers","mercedes.wiki","mortgage.variable.rate","nationwide.standard.variable.rate","netflights","nhs.stoke","notice.for.redundancy","nowgamer","oil.etf","orange.insurance","orange.phone.insurance","parkway.motors","patient.reported.outcome.measures","patient.reported.outcome","pay.cut","perceptive.informatics","pr.internships","pricegong","printing.money","react.funding","reasons.for.redundancy","redundancies.uk","redundancies","redundancy.consultation","redundancy.matrix","redundancy.meeting","redundancy.money","redundancy.pay.tax","redundancy.pay","redundancy.payout","redundant","restaurant.discounts","restaurant.offers","risk.of.redundancy","security.guard.jobs","security.jobs","shp.jobs","siemens.healthcare","signing.on","soccerpitch","standard.redundancy","star.now","supermarket.jobs","svr.mortgage","tattoo.machine","tax.band.f","tax.free.redundancy","the.cake.lady","trade.credit.insurance","uk.corporate.bonds","uk.job.losses","unilever.leatherhead","university.hospitals.bristol","variable.mortgage.rates","vector.stock","virgin.credit.card.application","voicemail.orange","voluntary.redundancy","weight.gainer","what.do.i.do.","www.hsbc.co.uk"
"69","2009-09-01",50,47,13,42,54,41,31,51,"74",75,21,67,52,0,50,60,84,56,43,28,26,32,47,52,25,82,28,0,43,38,18,44,37,42,66,28,68,51,34,74,61,48,55,68,62,72,66,22,68,20,46,47,64,33,62,71,12,71,24,52,83,45,59,45,44,15,56,54,24,51,38,49,35,42,79,48,28,18,52,32,33,49,0,47,61,0,52,21,40,43,69,79,50,72,11,25,93,76,37,32,59,87,15,30,79,84,72,51,29,25,31,47,24,53,45,47,34,62,60,22,21,53,26,33,97,39,41,21,64,20,39,32,71,35,28,19,65,23,24,52,94,34,67,37,27,8,41,33,34,25,21,12,62,22,62,73,48,16,22,24,32,11,15,40,54,36,36,0,23,21,26,20,30,26,0,61,40,46,33,24,53,51,17,7,68,45,89,26,40,64,54,30,49,35,36,29,57,21,50,39,37,41,0,28,65,15,27,38,41,12,32,39,62,61,0,46,65,73,26,51,61,37,22,62,0,0,57,67,18,44,49,20,40,23,41,12,37,22,25,28,17,35,35,32,52,19
"70","2009-10-01",51,41,17,56,69,22,35,55,"79",68,39,43,67,88,34,57,85,69,32,43,32,45,48,55,0,64,68,31,47,42,17,23,28,41,80,25,77,24,24,46,56,31,41,62,54,72,54,7,54,32,58,37,59,49,47,44,19,80,36,58,84,71,65,45,38,23,35,21,34,56,67,42,46,19,85,48,38,38,34,30,9,51,34,44,65,40,24,35,39,35,69,82,26,68,42,25,90,42,59,34,71,59,47,35,48,90,52,54,27,28,57,60,50,12,28,48,37,64,51,21,34,58,48,21,51,23,45,19,35,59,26,39,37,36,22,38,36,17,27,70,72,23,53,27,15,21,57,47,34,57,34,21,67,38,41,60,56,91,13,44,41,10,13,59,73,57,28,35,32,38,30,22,34,31,28,70,43,41,36,22,52,49,32,14,38,45,49,27,15,66,57,43,51,16,32,32,26,19,23,45,11,24,10,26,48,27,27,32,45,17,39,14,44,60,13,51,73,92,12,66,62,7,47,74,34,29,52,72,19,46,35,28,44,12,19,11,20,30,12,34,31,43,52,34,63,0
"71","2009-11-01",55,43,16,44,37,38,28,23,"77",52,27,28,58,15,55,85,85,71,60,55,19,66,66,42,46,54,57,31,51,45,22,69,42,43,60,68,65,28,19,43,59,56,50,68,44,60,54,27,45,28,63,21,44,46,31,43,16,72,34,44,65,48,59,33,44,18,17,21,28,52,43,52,17,20,86,42,38,22,56,53,8,66,17,58,57,10,34,38,46,42,69,83,43,74,25,35,68,0,49,34,66,40,14,23,68,63,59,57,40,14,19,49,30,48,20,61,36,42,56,29,17,18,12,25,63,36,43,28,23,40,39,19,0,30,22,28,56,31,33,44,57,0,75,55,25,21,13,30,43,45,0,15,56,39,48,65,59,30,26,88,49,13,17,51,59,46,5,0,42,56,40,25,33,34,0,66,44,44,34,11,48,45,24,7,25,43,81,23,15,62,72,27,45,8,61,39,26,38,23,26,17,37,9,30,59,27,23,35,43,28,39,35,43,50,0,53,91,68,24,41,58,55,47,48,33,28,58,73,17,36,16,19,29,12,37,6,53,10,14,100,31,36,32,39,60,0
"72","2009-12-01",56,41,13,36,54,24,34,31,"70",63,17,29,51,16,30,64,61,52,34,14,21,26,21,79,25,45,35,0,41,34,12,25,24,30,45,19,68,26,26,21,63,20,58,47,39,50,44,14,0,45,55,21,0,43,39,83,17,72,35,38,78,24,49,39,34,26,44,27,30,42,51,30,22,23,88,38,0,30,49,52,10,47,0,77,59,22,50,50,24,38,69,69,25,57,28,33,62,15,53,21,53,49,10,29,54,40,43,46,15,36,41,41,22,26,15,26,42,29,35,22,21,39,39,14,28,25,29,5,26,15,25,21,10,22,8,17,22,20,32,56,39,16,45,32,24,30,35,33,32,25,10,10,51,20,44,43,33,33,29,36,25,6,11,31,33,38,18,25,40,48,24,17,17,32,30,74,52,60,27,48,35,39,17,15,55,30,86,9,8,45,48,25,50,14,50,53,14,20,25,32,19,20,0,22,39,30,23,24,29,12,16,23,34,37,0,44,70,57,40,39,51,30,23,57,27,10,36,55,12,55,21,10,40,20,21,6,29,11,13,18,17,41,25,40,49,0
"73","2010-01-01",55,48,7,36,64,45,24,46,"87",73,36,51,42,27,60,75,67,54,27,16,24,72,44,66,0,81,61,44,51,53,31,59,25,66,76,47,59,9,22,56,56,47,66,70,53,59,66,37,100,34,48,52,41,31,93,81,21,91,38,58,92,97,60,43,34,29,21,72,40,56,36,44,46,31,90,46,47,20,47,39,19,52,80,65,64,9,35,47,41,39,88,88,40,76,37,30,76,13,59,34,57,59,22,30,74,63,60,60,37,30,44,15,44,45,26,61,29,42,52,53,32,52,33,43,59,35,46,4,32,29,30,27,9,43,30,16,52,20,32,51,60,28,71,32,16,26,29,41,55,43,22,7,28,46,37,62,60,28,38,21,42,22,16,53,50,70,33,11,37,46,37,35,17,32,13,55,34,58,39,40,62,51,30,0,70,54,64,31,35,100,58,55,43,10,51,55,25,35,21,30,11,66,9,9,100,13,21,23,46,32,23,33,29,49,12,49,51,60,17,49,72,32,39,53,16,0,56,75,43,44,29,35,41,11,0,21,44,0,17,47,14,44,35,57,53,0
"74","2010-02-01",53,54,26,22,100,33,26,34,"89",73,27,58,56,44,81,66,53,70,92,34,19,66,62,82,69,71,85,31,45,63,51,75,46,51,58,51,69,14,29,52,66,100,40,67,46,81,65,47,63,32,65,48,44,25,54,44,22,79,48,56,86,67,62,50,36,25,46,99,47,51,35,60,61,37,85,44,38,60,53,30,19,33,0,55,78,40,52,39,25,57,90,96,36,76,59,71,93,28,74,31,68,45,24,37,83,93,81,65,13,14,38,49,63,42,49,47,30,37,55,56,39,38,24,32,0,23,42,14,12,23,29,88,74,42,18,34,40,21,46,40,72,38,69,35,25,14,50,44,32,29,24,13,34,43,24,58,44,30,53,45,39,26,21,52,46,52,36,48,26,12,32,22,12,40,0,83,24,38,42,43,61,59,40,20,25,49,60,17,8,86,65,35,66,21,51,54,13,19,34,29,23,66,10,12,71,14,21,28,42,46,25,28,62,59,53,58,51,70,24,45,71,45,47,57,25,28,59,88,18,49,22,29,37,9,47,44,48,41,16,50,16,39,49,50,52,0
"75","2010-03-01",56,61,13,40,67,34,34,30,"94",66,38,70,64,13,66,59,80,72,75,30,31,67,42,100,62,66,68,42,65,39,40,26,42,42,51,30,73,46,51,43,59,45,38,75,47,71,61,30,56,41,70,38,46,27,68,97,15,73,44,53,85,67,62,53,41,23,41,60,41,60,49,55,39,32,85,44,23,24,62,43,10,47,15,63,81,27,61,65,24,60,91,95,41,74,47,39,75,37,39,27,66,44,30,36,73,85,55,58,36,25,26,54,34,22,37,76,47,41,61,50,29,52,32,31,23,71,45,4,42,28,41,26,75,38,32,28,54,22,43,71,71,28,62,53,32,19,62,25,28,26,0,14,66,31,36,74,46,81,18,40,33,9,15,49,45,48,40,21,35,28,14,17,19,34,0,67,54,49,35,49,54,50,21,0,56,29,65,22,20,66,60,53,50,19,51,35,36,34,41,14,15,42,0,35,64,25,38,33,45,21,31,57,67,67,12,49,41,58,33,37,66,37,75,57,46,42,63,75,17,48,37,55,93,5,8,10,79,18,19,75,14,42,49,49,41,0
"76","2010-04-01",55,54,14,27,61,42,29,28,"82",60,57,53,53,43,90,83,75,57,41,46,40,35,60,92,45,64,56,15,50,29,16,45,49,35,77,17,64,32,42,50,60,49,47,61,46,68,59,13,9,40,72,44,64,54,48,42,11,70,35,29,90,65,67,33,36,32,28,45,45,35,38,58,28,35,83,33,75,27,55,41,17,50,34,63,81,78,54,34,48,54,81,83,30,80,25,31,75,54,67,30,74,41,9,27,81,57,42,54,13,27,74,32,22,30,13,74,27,36,61,48,39,32,35,25,25,31,33,9,23,44,35,19,64,38,39,46,47,18,45,43,14,15,56,59,32,48,19,34,39,33,47,11,62,42,24,56,25,44,38,43,35,13,8,46,41,50,25,23,31,49,18,34,12,27,13,79,42,61,32,21,57,39,31,7,36,37,70,26,7,61,90,27,39,18,47,52,38,19,44,16,33,32,28,24,46,20,22,20,33,11,14,55,18,53,0,44,35,57,23,60,63,17,46,46,33,28,55,56,20,43,28,32,57,18,19,16,33,29,11,41,45,47,41,40,53,0
"77","2010-05-01",55,57,7,47,47,15,29,37,"80",62,29,65,45,27,70,66,59,52,50,60,43,54,54,83,0,64,48,30,50,36,21,49,41,30,60,16,73,13,40,46,45,41,50,62,44,64,46,44,25,43,54,55,48,35,69,0,21,78,29,39,92,81,64,37,28,24,65,27,70,50,55,61,24,24,76,42,24,21,58,39,11,40,48,64,75,47,36,51,55,30,70,82,36,67,32,38,71,26,37,23,55,42,49,62,74,62,49,57,0,35,18,26,24,40,33,27,25,40,54,51,18,36,22,25,72,52,34,4,0,21,58,18,26,31,31,15,30,12,54,40,27,14,57,48,14,13,42,24,34,38,32,9,70,29,15,53,56,28,25,42,36,10,11,42,38,50,38,0,30,24,33,21,14,15,0,66,39,43,36,20,56,46,30,6,24,34,62,29,14,61,76,33,86,28,65,58,13,45,43,58,11,36,36,27,23,13,18,25,34,32,33,46,18,48,13,48,61,55,23,37,61,23,59,47,24,9,68,62,11,61,27,18,35,11,18,0,38,39,9,55,15,50,47,61,62,8
"78","2010-06-01",55,58,7,33,62,11,31,36,"78",65,15,57,54,86,100,66,60,44,49,46,38,50,37,82,23,57,60,15,36,24,0,28,31,44,48,33,69,42,23,61,62,37,49,64,55,78,50,46,18,50,83,49,58,45,54,21,17,85,25,58,93,29,59,39,30,18,40,48,43,52,39,57,37,28,76,47,63,11,69,29,17,32,17,56,76,59,57,53,55,42,76,80,40,74,31,35,64,27,48,23,83,46,23,38,56,88,33,58,13,28,19,32,34,24,34,37,36,38,58,70,44,64,47,23,25,14,34,5,12,27,38,67,27,35,36,23,51,18,54,45,42,15,52,47,20,21,81,34,24,34,42,9,33,34,40,59,40,74,26,55,64,18,15,53,47,49,35,12,36,43,48,15,12,22,13,92,53,82,35,21,42,46,31,7,50,32,71,21,15,62,47,31,75,16,67,63,13,28,67,57,34,51,23,24,23,14,13,27,34,39,14,42,49,53,13,49,22,58,36,46,63,24,56,59,25,28,44,69,13,47,35,37,29,9,19,22,53,10,9,58,15,43,71,46,61,9
"79","2010-07-01",53,52,11,35,85,29,27,45,"83",73,28,55,52,0,50,81,60,57,57,58,51,70,64,85,0,64,46,42,51,39,10,26,33,34,61,38,66,42,24,61,71,17,51,62,62,82,53,36,40,46,81,39,13,25,63,49,6,71,42,46,100,34,69,34,38,22,26,41,61,55,35,53,39,24,78,46,58,15,53,38,10,49,46,62,89,18,49,56,55,38,85,83,18,65,29,35,70,0,40,32,77,58,26,31,69,85,38,57,12,46,34,44,51,33,19,64,28,44,60,61,50,46,32,30,11,33,43,4,11,24,35,26,17,34,39,19,54,14,55,64,32,41,64,48,58,19,34,17,18,10,21,10,72,23,22,65,44,13,24,50,71,7,12,64,55,45,30,32,31,28,19,23,5,13,12,83,46,49,32,0,48,54,21,6,45,37,74,18,13,68,48,32,91,14,55,51,24,60,51,58,20,34,47,16,43,12,17,29,43,36,9,44,51,69,12,53,49,43,32,50,67,28,33,63,45,0,49,64,11,45,52,38,26,5,51,10,36,36,8,15,14,47,59,51,69,0
"80","2010-08-01",51,63,17,26,46,35,31,31,"76",61,21,69,44,40,51,81,46,59,53,47,62,47,57,81,0,67,62,29,56,40,21,42,39,28,65,47,71,30,15,39,52,63,33,59,59,93,42,37,33,63,71,53,60,42,51,40,12,75,29,40,89,27,67,41,33,19,16,65,60,58,54,50,40,23,80,29,58,25,56,44,17,41,16,60,87,28,35,42,34,48,80,81,21,53,27,31,62,0,58,19,82,65,26,57,77,51,51,59,12,17,18,25,34,39,19,65,21,46,59,61,49,37,0,29,0,13,36,17,11,29,57,27,17,36,27,14,44,14,45,47,46,14,50,63,41,19,52,36,14,16,17,7,49,34,30,61,71,28,24,41,64,14,13,98,74,49,26,0,41,40,12,9,28,15,0,74,57,46,31,10,52,51,15,0,34,40,60,15,7,59,52,32,93,10,61,72,0,17,41,24,42,30,30,20,33,13,16,26,36,42,13,32,35,42,12,40,63,66,28,46,67,22,52,72,15,26,65,64,11,47,29,39,47,6,26,5,37,65,8,93,14,57,53,49,60,8
"81","2010-09-01",54,60,6,29,49,43,33,48,"74",63,24,73,45,13,49,70,48,53,55,45,57,47,42,54,20,67,46,28,50,54,30,51,34,30,48,37,70,45,23,57,56,38,40,67,68,95,48,35,32,41,83,40,58,30,43,19,22,85,38,28,84,72,70,28,52,24,20,34,52,50,34,67,33,26,82,41,22,19,32,42,15,42,45,58,75,18,72,47,49,26,72,75,43,67,46,52,75,49,34,33,99,44,25,38,53,53,42,58,23,21,0,48,33,42,24,33,18,37,70,57,34,61,21,33,67,36,41,4,10,32,49,34,16,44,38,18,46,15,65,37,88,13,38,42,29,18,33,22,26,15,21,10,44,33,35,62,71,26,12,0,66,9,15,100,78,44,19,31,46,38,14,33,11,11,36,56,49,61,32,48,56,48,28,12,44,37,46,15,20,51,58,17,89,23,55,56,23,100,100,31,20,29,50,28,42,24,15,28,41,20,30,25,71,59,23,46,28,55,16,30,62,27,9,54,30,17,56,72,12,39,20,46,65,5,8,10,65,54,8,81,14,53,38,41,64,8
"82","2010-10-01",51,63,12,38,53,32,36,40,"75",55,36,51,51,49,55,55,58,51,60,32,67,48,76,42,19,69,77,40,56,82,29,48,37,26,61,43,64,44,34,44,78,47,47,66,52,92,51,22,30,35,75,45,43,33,47,64,19,62,27,50,95,91,68,34,49,23,29,33,60,56,49,66,34,19,83,43,22,9,43,30,19,28,29,49,70,25,44,45,39,50,79,80,43,54,27,35,55,47,41,29,95,52,12,38,53,43,39,51,0,39,32,41,42,15,23,59,32,34,71,52,27,37,10,25,11,31,43,8,39,11,52,33,62,36,33,25,63,15,59,54,42,32,56,53,33,17,11,31,28,33,16,11,36,39,34,61,51,25,22,37,53,22,17,92,67,54,47,0,35,52,18,26,26,7,0,65,36,49,39,0,53,46,13,11,42,33,63,16,0,42,40,59,80,4,45,47,0,16,0,16,19,35,55,30,20,35,27,29,43,29,25,12,52,57,34,52,34,51,45,56,60,14,39,55,14,8,45,65,9,54,37,39,49,18,24,23,22,76,10,21,13,57,71,30,61,0
"83","2010-11-01",52,57,6,41,61,40,33,28,"75",58,22,46,56,47,38,82,52,45,62,14,44,56,58,66,0,59,52,13,51,41,18,37,30,21,50,41,61,23,25,53,59,61,43,64,45,78,40,16,7,49,72,37,36,37,28,53,26,65,35,38,69,33,61,39,29,14,19,46,45,59,79,72,19,16,85,38,52,13,64,29,14,44,69,72,66,40,37,38,38,54,75,76,39,70,21,40,50,34,20,22,75,56,27,37,48,69,36,49,0,53,31,49,28,59,34,46,38,31,49,50,31,29,29,26,20,38,32,11,28,11,58,8,37,40,15,23,23,18,64,44,64,37,52,52,53,11,56,24,26,28,12,11,35,17,39,52,33,36,22,36,44,8,16,83,64,55,21,19,23,35,41,10,30,26,22,85,43,63,37,35,43,55,13,11,20,25,75,11,18,39,43,41,62,11,54,56,11,54,74,23,14,42,58,39,29,11,20,23,32,19,32,17,81,59,0,45,19,50,10,35,53,31,81,56,34,8,51,57,11,39,18,50,48,7,46,13,55,58,4,54,25,48,78,52,46,0
"84","2010-12-01",58,55,6,29,39,52,40,21,"70",65,24,40,30,0,19,79,70,35,44,26,54,31,21,64,0,40,35,14,52,41,30,50,36,18,46,30,60,42,19,33,57,44,56,46,40,57,26,24,24,45,69,49,38,46,21,57,14,55,34,29,90,52,50,26,18,17,50,25,52,38,48,41,5,12,81,35,34,14,49,31,10,44,76,61,58,18,42,88,30,48,67,68,18,51,39,34,45,12,34,21,54,71,25,24,44,47,24,48,24,50,17,43,22,16,12,29,28,24,44,43,34,22,32,23,45,36,41,13,21,16,44,17,25,37,23,17,35,6,46,24,64,0,30,35,22,12,56,21,14,35,17,7,33,26,22,43,43,27,18,39,36,9,9,52,47,26,25,10,28,73,24,14,22,14,0,92,41,60,22,48,40,32,14,6,22,16,49,4,13,36,34,31,67,16,42,48,12,0,41,32,10,51,55,27,42,24,15,16,41,10,26,31,22,42,0,43,24,35,21,33,46,15,28,47,22,17,53,34,7,49,20,25,45,11,8,10,24,18,2,45,14,55,39,45,47,8
"85","2011-01-01",66,64,22,44,54,93,37,70,"94",84,33,100,50,29,75,81,71,60,97,90,42,69,47,89,31,96,79,21,59,62,30,45,60,36,82,45,58,50,38,55,66,74,46,92,85,88,66,44,77,43,69,72,58,68,64,29,9,100,74,48,88,74,92,40,51,21,34,100,100,84,70,81,57,26,80,43,67,58,87,59,12,79,57,100,85,13,71,58,40,61,92,99,47,87,63,64,80,27,100,50,70,53,56,40,85,85,38,67,9,37,25,82,57,36,50,87,39,62,84,86,80,56,47,51,42,18,43,9,8,21,60,38,55,80,48,24,100,17,93,67,33,15,94,70,81,23,41,38,31,30,41,17,79,35,58,79,82,69,35,51,92,14,15,92,100,78,68,39,48,66,46,14,12,18,9,98,45,90,41,21,82,80,36,9,33,51,78,26,5,72,55,39,100,16,69,68,26,12,37,49,34,46,100,31,62,27,17,27,43,34,29,32,62,64,35,61,57,75,40,72,81,41,38,84,17,25,87,100,19,62,50,34,82,4,25,15,44,13,15,16,15,68,91,67,88,6
"86","2011-02-01",64,79,18,75,84,80,36,31,"92",59,44,100,46,62,70,80,65,73,85,84,51,67,70,73,49,88,100,67,56,75,44,49,56,27,80,48,58,30,25,78,64,62,45,89,74,84,55,52,19,81,69,74,41,71,68,46,9,99,66,56,78,100,98,37,45,17,45,52,76,73,83,83,87,22,81,42,99,42,83,55,17,86,61,80,84,56,100,54,62,58,91,93,49,80,75,59,61,20,72,44,76,53,43,48,76,80,45,74,0,30,14,50,51,69,34,47,34,44,73,79,30,49,43,46,54,52,38,17,25,22,63,70,40,100,49,17,71,16,87,51,41,27,100,78,52,35,68,40,19,33,31,13,84,34,58,83,89,0,33,55,100,15,18,84,99,75,49,50,41,22,21,7,15,14,10,87,50,66,39,16,69,85,23,19,54,56,94,33,21,60,75,42,87,45,92,68,0,27,40,35,12,44,88,30,59,30,23,32,38,33,31,50,94,78,19,72,55,72,34,60,80,59,59,93,42,7,71,77,20,77,59,87,84,4,0,12,24,43,25,60,33,79,94,74,85,0
"87","2011-03-01",62,74,9,73,45,43,25,46,"100",73,20,78,63,47,63,72,76,69,93,81,76,76,50,89,45,79,68,31,60,44,22,68,50,35,67,50,61,43,45,59,65,49,44,94,65,100,58,30,29,45,76,61,58,58,69,43,21,89,54,58,91,85,96,44,42,19,26,58,87,73,53,90,38,21,80,51,58,36,75,51,16,84,100,77,88,65,86,63,70,55,100,100,37,90,58,48,63,37,58,42,85,43,22,61,75,90,46,78,35,49,43,64,42,82,18,49,36,41,77,57,44,46,46,31,90,63,46,6,23,21,44,50,36,66,33,25,70,25,100,67,37,10,72,83,49,27,65,36,35,56,19,9,79,32,47,87,70,29,22,43,71,13,12,69,88,59,48,15,60,65,33,18,8,20,0,100,48,71,38,35,63,77,26,11,57,42,62,20,15,56,81,59,66,33,60,54,43,37,44,58,22,31,77,51,62,31,27,26,46,30,54,64,69,67,9,67,42,64,47,71,79,38,44,68,49,18,76,76,13,65,54,55,86,4,24,18,57,53,16,38,10,71,79,75,78,11
"88","2011-04-01",66,72,17,60,59,70,42,43,"90",62,28,64,49,31,58,65,86,50,68,64,69,73,61,76,17,75,61,79,65,40,49,33,77,18,65,43,59,44,44,48,63,63,41,82,65,82,60,34,39,40,57,66,47,44,67,55,23,71,70,37,97,46,94,33,38,25,33,56,78,69,54,82,56,25,74,35,27,12,64,26,8,72,49,76,88,43,77,77,56,66,92,98,48,75,71,82,71,100,63,25,58,46,24,52,75,85,40,78,0,47,14,47,45,66,65,31,30,45,69,50,28,66,43,31,65,30,38,7,17,33,52,28,41,44,37,21,52,15,78,57,58,11,72,66,53,15,41,47,28,29,52,10,51,21,29,68,70,44,29,80,57,11,11,58,76,55,45,60,32,36,35,16,9,12,0,70,42,59,36,48,60,64,29,5,100,34,52,19,5,47,48,40,66,19,71,68,38,62,58,31,25,72,59,34,35,35,15,23,38,12,11,46,73,52,20,65,56,72,13,64,71,25,38,56,24,14,72,61,22,63,26,41,69,11,14,16,44,22,13,43,11,72,61,68,86,0
"89","2011-05-01",64,81,12,60,91,44,32,38,"78",57,29,79,50,28,84,100,70,61,88,88,56,77,27,97,15,77,75,40,65,49,36,36,59,25,84,53,65,68,36,41,64,43,66,89,64,72,60,17,45,46,65,65,65,58,63,75,20,87,70,42,74,47,97,34,45,17,25,42,86,72,74,87,62,13,71,32,48,10,64,60,11,70,11,69,82,76,72,75,62,66,73,79,35,73,52,56,79,26,52,36,80,83,30,54,79,71,37,92,0,56,24,48,33,46,61,54,27,47,84,50,46,57,8,40,48,58,39,0,37,37,56,37,41,39,37,18,76,23,70,58,73,10,69,62,41,4,32,35,34,29,33,13,87,16,36,73,73,38,21,56,69,15,11,64,75,71,37,52,32,48,29,16,14,11,17,83,48,58,35,28,69,69,25,9,32,30,92,21,0,53,59,45,74,15,82,58,67,24,36,27,7,54,54,40,45,22,17,19,39,18,25,18,24,54,43,57,61,63,31,72,72,24,36,73,48,30,72,76,8,81,63,36,70,13,12,18,30,26,13,48,20,86,52,72,78,6
"90","2011-06-01",63,70,19,47,73,39,35,48,"89",65,41,82,41,19,53,84,76,64,90,70,70,71,47,91,30,79,86,31,59,46,18,72,80,29,85,56,64,55,30,52,53,70,55,93,81,81,71,22,82,60,75,72,34,54,66,64,17,70,68,41,72,54,95,34,42,17,60,51,99,62,79,89,45,20,71,31,75,21,68,59,14,94,44,73,93,52,77,73,66,65,88,88,25,83,47,59,77,37,70,34,94,54,37,64,81,75,46,95,18,25,31,76,46,64,32,68,46,49,82,52,72,66,71,47,42,33,42,3,8,18,62,26,30,33,45,16,77,9,79,55,75,0,56,91,31,23,54,46,30,75,13,19,82,26,69,84,88,49,31,51,57,10,13,45,59,100,61,55,50,12,19,25,12,20,9,78,43,84,36,21,52,67,26,4,25,24,74,15,5,52,49,54,84,7,65,76,44,31,30,36,19,28,38,24,32,14,16,21,42,49,13,51,16,60,0,55,57,52,32,73,78,48,34,92,56,12,74,82,12,76,59,31,97,16,6,15,36,20,17,66,20,80,50,78,72,6
"91","2011-07-01",66,82,14,52,53,65,42,43,"83",57,41,81,43,57,76,71,80,67,77,87,73,83,63,87,0,71,73,10,68,26,30,42,53,20,80,45,55,31,24,63,57,66,49,85,86,77,59,13,18,73,79,77,44,24,67,79,12,78,49,48,83,52,100,33,41,21,34,70,78,80,46,82,50,22,70,34,42,29,63,95,10,90,22,67,96,59,66,87,50,55,78,83,36,81,50,59,68,28,84,35,69,82,35,66,93,88,40,78,35,59,38,55,58,44,32,60,20,59,79,51,76,73,63,40,42,49,43,6,39,30,39,52,49,31,41,11,80,9,57,63,100,20,57,85,42,9,46,51,35,31,13,15,96,29,37,78,85,20,18,30,59,21,13,34,51,81,69,63,28,58,27,27,18,19,18,78,47,66,33,7,58,80,11,7,25,41,66,21,0,57,55,50,68,12,76,69,35,13,45,47,19,82,38,26,40,18,14,23,43,15,16,42,66,56,27,63,58,59,12,71,76,37,63,81,56,13,79,81,9,75,64,35,69,4,13,26,31,7,14,67,10,82,50,61,74,6
"92","2011-08-01",64,83,18,65,69,77,31,49,"78",68,40,89,54,9,58,77,83,65,78,93,62,93,52,84,60,76,90,20,71,33,22,33,53,35,72,98,61,42,32,68,51,44,55,80,80,71,50,26,47,68,73,64,28,57,58,84,16,82,67,32,88,29,92,25,47,18,15,57,50,70,56,68,48,22,72,35,33,14,49,50,5,80,22,69,91,39,66,60,55,65,80,78,35,84,59,65,60,27,95,34,98,81,64,72,87,70,53,73,34,57,49,49,38,81,26,73,23,55,76,58,60,66,53,39,57,47,36,12,7,20,52,44,47,34,44,18,67,15,48,79,64,10,60,87,37,22,65,43,26,22,25,11,77,36,36,76,84,58,13,43,64,13,12,33,48,72,56,38,35,28,21,20,16,20,18,68,46,78,33,14,63,51,0,4,72,45,70,25,10,54,59,45,39,7,100,87,59,12,0,35,15,42,30,35,76,0,6,16,36,26,35,45,32,50,9,57,76,74,27,64,71,22,30,89,43,0,79,82,12,75,57,27,85,6,6,18,52,20,13,38,20,78,43,69,87,0
