"date","X20.代","X2ch.市況","X9619","a.worker","boj","chu.bura","credit.default","cs3.アンインストール","ds.ダービー.スタリオン","ds.ダビスタ","ds.ディスガイア","ds.ひぐらし","exchange.rate","fx.スプレッド.比較","fx.スプレッド","fx.プライム","fx.業者","iphone.japan","nikkei.online","psp.ソフト.ダウンロード","sbi.イー.トレード.証券","t.バック.大学","vista.セーフモード","vista.復元","yen.dollar.exchange","yen.dollar","アーマード.コア.sl","アクラ.ヴァシム","あつ.ひめ","あつ.姫","アベレイジ","アリアンツ","ありがとう.英語","アルルーナ.成長.日誌","アロハグ","アン.サイクロ","イートレード.証券.ログイン","いつか.この.手.が.穢.れる.時に","いつから","イラストレーター.cs3","インターバンク","インフレ.率","インフレ.金利","インフレ","ウェブ.チャンネル","ウォー.シップ.ガンナー.2.ポータブル","ウォール.ストリート.日記","え.ち.ぶろ","エヴァ.ま.ご","エクシズ.フォルス","エクシズ","エネルーピー","お.さぼり","お.ねえ.まんず","お.ま.家","お.酒","オイル.サーチャージ","おでこ","お互い","お金.かかる","お金","が.いい","が.痛い","かな.英語","カルカリアス","ギーク","キス.され.る","キス.の.流星","クリスタル.ベアラー.攻略","ケン.プラッツ","こ.そっと","コアダンス","ごはん.を.食べ.よう","コピー.10","コラテック","コンビニ","サイクロ.ペディア","サイバー.fx","サイバー.ドラゴン.ツヴァイ","サムライ.スピリッツ.六.番.勝負","サロン.系","じ.ょ.る.じ.ゅ","シソーダス","しゃ.ん.ぱら","しゃ.ん","ジョ.ブランド","シンフォニア.ラタトスク","スパイ.スイーパー","スプレッド.比較","セクター.別","センター.分け","ダービー.スタリオン.ds","ダウンロード.コミック","ダビング.10","ダビング.テン","ダビング","チャーチ.スト","チャート.fx","つか.ない","て.くる","で.り","ディスガイア.ds","テイルズ.オブ.シンフォニア.ラタトスク.の.騎士","テイルズ.オブ.シンフォニア.ラタトスク","デジ.造","デフレ.と.は","デフレ.対策","デフレ","と.ある.化学.の","と.ある.化学","どう.したら","どっち.が.いい","どっち.が","ドラゴンボール.レイジング.ブラスト.攻略","トラトラ.ゴールド","トラトラ","ニコニコ.cd","ニュージーランド.ドル.チャート","ヌーブラ.ヤッホー","ね.英語","ねこ.な.で","ネコナデ","の.あ.吉","は.ぴ.ふる","ハート.エイド","ハピフル","パン.パカ.パーティー","ハンス.ウルリッヒ.ルーデル","ハンス.ウルリッヒ","バンド.ブラザーズ.dx","ひぐらし.ds","ひぐらしのなく.頃.に.絆.第.一.巻.祟","ヒゲ.男爵","フード.マイレージ","ブイパス","ぶつけ.た","ブライアン.の.休日","プリマ.ステラ","プロサッカー.クラブ.を.つくろう.6.攻略","ボク.と.ホロ.の.一.年","ほっと.ダイレクト","ホット.ファズ","マネー.ポート","ムダ.ベストテン","メイク.落とし","メニュー","めんどくさい","も.る.す.ぁ","モグモグ.フ.ヨード","もり.すぎ","ユア.ファイル","ユニバーサル.バニー","よ.ぐね","ラスト.メンヘラー","ラタトクス","ラタトスク","ランチ.時間","り.から.始まる","リアルタイム.レート","リエトコート","ルーター.中継","レーサー.映画","レッド.リング","レプティレス.ナージャ","ローン.金利.動向","ロンドン.市場","一騎当千.great.guardians","三井.麻由","上.地.裕輔","上昇.率","上田.ハーロー","下.の.歯","世界.の.うめ.ざわ","世界.の.新着.動画","世界.の.新着","中国.银行","乙.aa","会.いたい.英語","似.てる","住宅.ローン.金利.動向","住宅.価格.指数","住宅.価格","住民.税.還付","何.ヶ月","何.する","何.口","何.回.も","何.回","何.歳.から","価格.高騰","倒産.危険.度.ランキング","値段","入っ.て.ない","入っ.てる","入塾","公務員.制度.改革.基本法","六.番.勝負","円.高.ドル.安","円.高.ドル","出.てる","北海道.サミット","北海道.洞爺.湖.サミット","北海道.洞爺.湖","単品.飲み.放題","原材料.高騰","原画.マン","友達.と","友達.の.親","友達.英語","口.周り","合う","喋る","国家.公務員.制度.改革.基本法","売っ.てる","変え.たい","変え","外し.方","外し","外汇.交易","外汇.牌价","外汇","外貨.普通.預金","外貨.預金.と.は","外貨.預金.円.高","外貨.預金.手数料","外貨.預金.銀行","外貨.預金","外貨","大.合奏.バンド.ブラザーズ.dx","大.吾郎.商店","大王.四.神.記","大王.四.神","天馬.の.道","太.王.四.神.記","太.王.四.神","太.王.四","太.王","奥歯","女子.に.人気","嬉しい.英語","安い","安く.て.美味しい","寝.てる","小川.忠洋","少女.魔法.学.リトル.ウィッチ.ロマネスク.editio.perfecta","山本.高弘","岡.兎.屋","市況","彼氏.の.家","忍.人","怒.られる","情報.ブック.オフ","愛.間.みるく","愛.間","投機.マネー","投機","方.が","日銀.政策.金利","日銀","早い","智代.編","本.石町.日記","東方.ピアノ","柔らかい","柔らかく","楽天.カード.支払い","歯.が.痛い","気持ち.悪く.なる","治す","治ら.ない","治る","泣く.夢","洞爺.湖.サミット","為替.ドット.コム","為替.ドット","為替.ニュース","為替.両替","為替.円","為替","無.担保.コール","燃料.価格","燃料.費","牌价","物価.上昇.率","物価.上昇","物価.高騰","物価高","狼.と.香辛料.ボク.と.ホロ.の.一.年","環境.モデル.都市","病院.面会.時間","病院.面会","痛く","目.が.小さい","目.が.細い","目尻","碧血.剣","神.夜","科学.技術.予算","絶対.チルドレン","美味しい.カフェ","美味しい.居酒屋","美男.時計","肩.が","腰.が.痛い","腰.が","花.より.男子.f","花.より.男子.ファイナル","落ち着く","言.われ.た","言.われる","赤.ニキビ","路地.裏.の.同人.書庫","返品.特約","迷う","連絡.なし","遅れる","酒.飲む.と","野村.ほっと.ダイレクト","野村.證券.ほっと","银行.汇率","間違え","関.塾.偏差.値","関.塾.独立.開業","面.長","面会.時間","頭.文字.d.エクストリーム.ステージ","頭.文字.d.エクストリーム","食べ.たら","食べ.れる","飲む","高騰","髪の毛","髭.男爵","魔界.戦記.ディスガイア.魔界.の.王子.と.赤い.月","鼻.の.下"
"2008-08-01",20,39,29,80,56,59,28,50,"31","42","38","56",37,58,58,55,67,43,43,38,0,64,47,"59",22,25,0,0,"51",51,10,53,3,64,72,37,66,0,4,54,22,44,35,46,37,"0",18,42,0,"0","1",0,"49","55",0,16,0,16,18,7,20,18,14,0,100,100,0,0,"0",92,53,75,81,27,89,22,51,"92",0,19,69,26,27,"100",65,51,"35",39,47,43,9,"31",66,"18",17,38,36,70,12,15,17,"38","35","36",89,9,0,9,0,6,15,13,15,0,57,98,49,60,29,6,16,"36",83,"28",42,37,0,16,13,"48","56",32,17,60,0,8,60,"55",0,41,76,37,24,31,16,16,6,21,"37",100,76,"0",43,92,"19","32",6,10,11,27,6,49,73,0,82,20,"65",56,50,77,37,13,26,0,0,38,68,0,11,37,31,64,23,10,16,10,15,15,10,48,31,19,9,13,66,24,42,9,19,3,6,"9",29,0,16,"2",11,13,2,10,17,16,33,8,13,26,17,27,32,37,35,12,19,10,24,13,24,32,"54",27,"79","72",0,"59",56,60,59,17,8,0,19,6,5,64,10,38,79,54,4,32,10,48,36,75,30,32,21,0,27,21,85,29,37,16,14,3,4,6,9,5,5,12,"14",38,53,23,13,33,37,21,100,91,31,56,32,63,37,31,33,11,14,9,6,0,9,36,58,21,70,17,5,"0",20,7,15,48,39,15,9,12,0,"80",0,27,3,26,9,70,17,38,15,"79",79,11,8,29,15,7,11,18,55,12,63,26,30
"2008-09-01",14,55,55,61,77,81,48,48,"26","20","27","30",62,61,70,80,100,39,48,43,0,28,59,"55",45,37,0,0,"26",61,8,60,3,30,28,35,30,0,4,57,50,40,86,43,83,"0",51,20,31,"0","1",0,"63","17",23,20,50,16,17,6,21,19,15,21,48,97,9,0,"3",34,37,33,22,15,78,22,63,"41",0,12,94,0,85,"66",45,36,"19",50,70,31,0,"26",76,"14",25,33,41,58,12,13,16,"27","19","23",79,4,0,10,0,0,12,10,14,0,67,63,74,100,22,7,34,"26",40,"81",0,71,0,21,28,"40","30",23,64,47,11,14,21,"28",0,18,67,23,11,0,21,17,8,0,"16",53,76,"0",27,19,"5","16",7,0,12,39,0,29,66,0,92,23,"36",38,19,77,59,12,63,0,0,46,75,0,9,43,49,66,19,5,14,8,12,14,8,47,49,19,13,12,66,17,24,23,21,2,13,"17",23,0,18,"0",12,0,5,10,16,20,43,8,16,28,22,27,30,43,50,11,36,14,54,27,25,40,"53",19,"62","49",22,"62",60,61,61,17,8,0,18,4,8,20,0,61,43,64,7,46,6,30,60,68,19,28,22,7,59,25,9,35,100,14,12,6,10,3,8,4,6,0,"8",69,64,85,31,39,54,29,46,61,34,62,76,48,35,30,21,11,14,9,6,0,11,26,41,20,82,8,17,"0",23,10,14,30,31,13,9,8,0,"61",0,20,3,17,11,87,100,33,18,"62",85,10,15,33,14,11,10,16,45,13,54,43,10
"2008-10-01",13,96,52,57,100,45,100,67,"12","15","21","26",98,80,87,100,95,22,44,47,0,23,42,"66",62,99,0,0,"30",0,100,78,4,14,13,0,15,0,5,58,80,45,31,53,82,"0",32,19,8,"0","0",10,"25","45",22,20,58,18,16,7,22,19,17,10,88,91,0,7,"3",75,51,33,41,24,100,22,76,"94",0,23,97,23,32,"72",70,56,"15",35,52,13,0,"12",71,"15",31,34,45,100,17,13,17,"21","14","16",100,7,7,11,0,3,12,14,14,0,82,85,51,58,25,7,14,"24",9,"11",19,7,0,16,12,"26","26",50,30,51,0,15,19,"25",0,22,91,10,37,0,17,15,8,37,"16",20,54,"0",26,14,"8","11",9,9,33,42,0,19,68,0,90,100,"24",28,18,72,100,15,23,0,0,91,60,0,10,67,100,78,13,6,16,4,13,14,9,61,100,20,8,12,38,52,22,69,89,4,5,"7",14,7,61,"0",12,0,3,17,19,13,40,8,22,29,19,24,28,94,100,43,100,100,100,88,98,100,"30",73,"17","18",21,"30",28,28,30,13,11,0,19,4,3,75,9,11,10,100,3,45,7,46,77,84,14,46,20,83,100,23,84,66,66,14,12,3,9,8,8,6,6,5,"6",100,100,100,100,100,100,29,29,65,96,42,42,56,39,31,20,9,10,11,5,16,3,16,34,14,59,14,16,"0",20,8,15,11,21,14,6,6,9,"63",0,17,3,19,10,100,88,95,20,"31",30,7,11,20,9,15,9,18,34,11,82,19,7
"2008-11-01",13,76,42,31,59,16,33,49,"15","13","17","43",77,57,76,67,57,23,21,85,0,25,66,"71",43,71,0,0,"29",12,30,52,6,15,14,0,20,0,5,100,39,32,20,33,42,"0",52,0,22,"0","0",0,"10","32",0,18,13,15,20,10,21,20,16,5,36,85,0,0,"0",82,47,6,11,24,96,22,80,"89",0,19,76,0,52,"82",51,49,"12",26,60,35,4,"15",90,"12",17,30,28,70,11,13,16,"17","12","14",74,8,0,13,0,3,18,9,12,0,62,75,78,29,17,4,23,"21",50,"9",20,0,0,18,19,"27","43",15,16,42,0,7,32,"27",0,12,100,12,86,0,15,17,6,40,"16",64,80,"0",14,0,"2","9",5,10,24,100,6,30,68,0,61,51,"20",31,39,50,64,17,26,0,0,75,54,0,10,58,50,78,10,5,20,3,14,14,9,40,40,20,11,11,43,11,32,21,33,6,11,"4",13,0,100,"0",10,12,12,12,16,19,22,6,20,28,19,24,41,71,87,29,55,48,31,70,45,60,"35",26,"13","12",22,"19",17,20,20,19,14,0,20,18,6,61,0,0,22,81,0,56,10,23,100,94,15,49,20,60,45,22,27,29,36,15,13,8,11,9,8,5,6,6,"5",69,87,69,46,64,68,25,22,66,74,34,47,49,22,10,19,9,13,10,6,0,8,9,30,26,70,8,6,"0",15,11,17,9,14,16,6,10,10,"58",0,16,6,15,11,56,28,41,18,"35",50,7,6,14,14,12,14,16,21,15,41,14,12
"2008-12-01",14,61,28,92,67,16,43,60,"8","13","14","48",100,76,95,52,73,24,41,79,0,19,79,"72",49,94,0,0,"42",97,21,23,7,30,42,0,26,0,6,46,38,28,14,38,83,"0",34,59,9,"0","1",0,"10","25",0,24,37,14,17,9,20,20,15,0,72,87,0,7,"0",54,23,6,11,28,49,23,48,"100",0,0,66,0,17,"70",58,48,"11",50,59,21,6,"8",58,"11",0,37,14,79,14,12,24,"14","10","9",51,18,16,25,4,4,15,14,12,0,100,89,47,43,16,3,15,"11",20,"9",40,7,0,17,18,"21","48",46,64,57,5,10,10,"29",0,15,71,30,67,0,7,18,6,0,"15",42,63,"0",41,11,"7","7",7,0,30,33,0,47,88,0,64,40,"33",11,19,59,63,4,13,0,0,100,53,0,9,28,39,77,22,8,19,5,19,14,7,37,39,19,17,12,46,0,8,33,45,3,5,"6",9,14,56,"0",14,18,2,18,19,18,21,8,23,28,17,28,60,100,83,34,24,47,91,54,56,52,"23",19,"12","12",0,"15",13,10,15,19,6,0,18,12,6,0,20,48,0,61,0,46,5,30,60,94,11,30,18,100,72,24,45,35,59,15,15,3,19,6,9,3,7,6,"6",66,57,67,24,66,68,52,24,43,100,50,30,12,14,7,26,14,21,9,0,17,9,0,27,25,72,11,8,"0",20,9,13,48,44,17,7,7,6,"61",0,17,12,24,6,52,67,91,21,"53",51,6,7,6,5,12,6,17,27,11,73,16,16
"2009-01-01",14,49,0,57,71,0,0,90,"12","13","10","17",64,95,100,69,67,26,51,64,0,10,64,"83",54,78,0,45,"25",0,13,100,4,28,26,100,6,0,7,34,61,39,18,49,100,"0",16,0,8,"0","1",0,"9","38",0,20,23,12,18,7,23,19,16,19,45,88,8,7,"0",44,4,8,10,20,46,23,88,"73",0,6,35,0,24,"76",56,0,"9",59,58,10,3,"12",92,"14",0,44,26,93,14,12,21,"10","9","11",95,15,15,25,0,3,14,15,18,0,74,98,60,54,10,4,14,"15",28,"6",19,7,0,13,10,"24","17",14,15,32,10,8,0,"26",0,28,61,22,42,0,20,17,7,19,"23",10,100,"0",0,25,"3","8",8,0,19,86,5,14,98,0,52,40,"19",22,18,59,78,16,24,0,0,49,61,0,9,20,46,95,25,9,13,5,16,19,9,15,37,19,21,12,43,21,7,23,45,3,4,"4",6,7,25,"0",10,6,6,13,17,8,50,9,20,30,22,30,19,66,51,21,11,40,36,25,39,41,"21",31,"14","14",41,"17",13,13,16,17,15,3,19,2,14,57,19,11,0,53,10,43,6,43,76,100,4,28,19,28,38,24,17,40,77,14,10,6,10,3,10,7,7,16,"4",81,69,74,37,57,62,28,20,53,78,47,53,34,0,16,30,9,14,11,10,0,11,8,34,9,76,11,9,"0",29,9,14,30,23,19,8,12,9,"100",16,25,5,23,8,71,58,44,21,"35",44,8,14,10,13,10,10,17,21,14,44,13,9
"2009-02-01",16,52,14,45,59,0,37,59,"6","5","10","21",73,100,78,58,80,21,27,79,0,27,70,"82",60,71,11,48,"8",0,8,46,5,45,14,35,13,0,7,56,35,43,19,51,82,"0",34,59,9,"0","0",0,"13","57",23,22,25,15,18,13,21,23,15,10,47,79,0,7,"0",100,5,15,11,28,74,23,66,"75",0,0,84,25,17,"71",54,0,"8",25,100,14,3,"6",100,"8",16,32,14,56,16,12,19,"10","8","9",89,10,8,23,0,0,16,13,15,0,69,98,66,42,4,1,4,"6",39,"0",59,0,0,7,11,"11","21",15,47,39,11,10,10,"23",0,12,82,9,28,0,7,17,10,0,"25",31,62,"0",14,19,"1","7",10,0,14,52,0,9,100,0,77,29,"16",38,0,56,35,4,12,0,0,47,32,0,10,49,48,84,41,11,21,5,10,15,5,15,34,20,13,13,42,17,0,18,27,5,6,"6",14,0,23,"0",15,12,5,18,17,20,32,9,16,27,15,24,20,40,39,23,18,9,30,21,28,34,"14",32,"18","13",22,"12",14,14,15,19,14,3,19,4,9,100,10,24,21,53,11,33,9,34,72,95,7,25,22,22,35,24,18,35,87,14,15,9,9,6,10,6,8,6,"4",68,65,47,37,57,57,13,36,78,41,66,45,0,0,10,28,18,16,10,5,9,12,17,35,10,66,12,13,"0",21,10,14,14,10,9,4,8,0,"81",0,20,9,19,8,60,55,61,22,"18",28,7,14,16,5,12,10,16,14,12,24,18,11
"2009-03-01",14,34,13,83,37,15,44,33,"6","7","11","17",68,46,52,44,79,27,62,70,0,0,72,"58",63,76,0,0,"7",0,11,25,5,41,13,0,9,0,6,47,21,16,26,22,75,"0",15,36,0,"0","0",10,"3","31",0,21,11,15,17,13,21,20,16,14,22,72,16,7,"0",79,8,14,30,12,56,22,25,"73",0,11,34,0,16,"77",67,0,"7",34,54,12,7,"6",76,"6",15,26,6,62,10,14,19,"11","6","8",31,10,15,10,0,3,17,13,14,0,83,95,52,9,7,5,10,"9",0,"8",54,13,0,14,10,"13","17",14,14,23,5,15,9,"16",0,8,55,10,10,0,4,16,7,0,"12",10,67,"0",0,0,"1","6",12,0,12,48,5,16,78,0,63,19,"12",24,9,32,79,15,11,0,0,48,39,0,7,52,27,57,32,10,21,9,16,17,9,13,13,19,15,11,51,0,7,19,8,4,5,"5",8,6,16,"2",10,0,5,15,19,21,19,9,29,29,20,26,0,61,46,16,33,0,42,19,20,26,"14",18,"12","20",20,"14",12,11,14,22,17,6,20,9,6,37,9,0,10,47,3,32,12,38,58,73,3,21,20,27,38,23,33,45,75,18,10,11,9,7,9,5,7,0,"3",51,36,67,23,43,49,21,22,31,69,15,14,0,0,6,27,7,10,11,10,8,12,8,35,9,88,10,10,"0",17,10,14,11,13,16,5,6,9,"95",0,19,5,30,10,29,40,39,21,"48",62,10,13,12,4,17,7,17,11,12,25,12,13
"2009-04-01",13,35,26,28,36,0,40,45,"6","5","10","23",65,100,88,61,68,33,32,47,0,16,74,"75",49,52,10,0,"10",0,0,35,3,14,13,33,6,0,5,59,25,18,27,35,72,"0",0,19,41,"0","0",0,"6","8",0,20,12,15,19,6,21,19,16,0,0,76,0,0,"0",83,4,8,10,29,43,22,28,"62",0,6,80,0,16,"59",62,23,"7",0,66,19,7,"6",80,"6",23,28,19,60,16,13,23,"10","8","9",32,10,7,13,8,8,15,9,16,0,60,88,47,22,12,5,7,"7",9,"3",38,13,0,13,7,"8","23",14,0,37,16,18,0,"11",0,6,57,11,11,0,14,17,9,38,"12",50,61,"0",0,7,"4","7",10,9,26,37,5,16,80,0,52,12,"15",25,18,33,22,8,36,0,0,50,81,0,10,13,32,65,24,11,17,12,15,15,7,7,32,21,10,13,13,11,15,10,8,5,3,"2",10,0,11,"0",12,11,3,13,16,10,20,9,15,29,23,32,0,50,31,0,0,0,14,15,16,29,"7",18,"5","9",21,"5",6,7,7,19,15,6,21,13,10,38,9,11,10,41,4,39,7,43,58,64,5,15,26,28,38,26,17,53,72,13,13,7,11,7,8,7,6,5,"3",48,46,50,20,36,42,11,12,62,44,31,28,0,0,19,17,10,12,10,5,0,8,0,24,24,47,11,11,"0",19,11,16,13,11,12,7,8,0,"58",0,22,16,33,8,46,57,34,19,"4",5,5,11,0,0,10,10,19,10,14,14,17,16
"2009-05-01",16,31,12,27,42,14,19,96,"8","6","11","31",43,58,71,45,70,29,30,88,0,15,65,"88",27,49,0,0,"4",0,3,41,4,13,24,31,6,0,5,59,18,25,21,36,83,"0",0,53,0,"0","1",20,"9","7",0,21,0,14,17,11,22,23,18,14,21,78,12,0,"0",48,0,11,29,19,66,25,75,"71",0,16,100,0,15,"75",57,21,"7",100,50,6,6,"8",93,"5",0,31,18,66,15,15,22,"11","4","5",60,5,14,11,8,2,21,14,14,0,59,87,37,25,4,6,14,"3",35,"0",18,0,0,27,20,"9","31",0,42,24,0,9,0,"17",0,5,69,12,25,51,15,19,9,0,"10",28,79,"0",24,0,"3","5",12,0,12,46,7,26,56,0,41,19,"10",34,8,56,42,11,0,0,0,41,28,0,11,25,52,87,14,16,20,7,9,14,9,8,17,20,16,12,6,30,14,5,16,5,5,"5",15,6,5,"2",14,5,4,13,17,14,19,6,15,29,21,26,9,29,32,10,5,25,0,18,16,25,"10",34,"6","4",19,"9",6,5,8,16,20,3,20,11,9,71,9,0,0,42,3,66,7,50,60,67,3,14,27,20,30,26,16,56,73,14,14,12,14,4,11,6,7,20,"2",27,26,54,21,28,40,8,38,19,39,37,36,0,0,6,21,13,15,12,5,8,7,0,26,27,34,14,15,"0",18,9,17,12,8,12,5,8,3,"63",15,33,13,17,12,67,59,19,18,"1",0,9,18,19,0,12,11,20,9,13,30,6,9
"2009-06-01",16,32,12,39,46,0,23,51,"7","5","6","25",46,65,58,55,62,57,58,50,0,0,62,"65",39,43,0,0,"0",10,3,39,4,0,0,0,17,4,7,22,23,21,53,30,45,"0",15,0,0,"0","0",19,"17","4",0,20,0,15,18,10,22,19,19,9,20,74,7,6,"0",29,0,5,0,20,78,25,54,"54",0,0,56,22,22,"48",53,21,"7",0,60,15,2,"7",83,"6",0,27,0,49,16,15,23,"6","9","7",53,6,14,13,4,2,16,12,13,0,67,100,38,12,2,4,0,"4",8,"3",17,0,0,16,18,"8","25",13,14,29,5,12,9,"13",0,10,89,11,14,0,10,20,12,0,"5",0,55,"0",0,7,"3","5",11,9,13,50,5,5,49,0,67,22,"6",19,8,48,37,0,0,0,0,36,55,6,9,24,33,73,12,12,23,4,18,16,11,8,13,19,14,9,2,10,7,7,8,5,4,"5",15,0,10,"0",12,10,3,7,18,14,0,8,18,31,19,29,17,32,31,10,21,8,13,14,13,23,"8",33,"5","7",0,"7",5,8,9,17,14,3,19,2,9,34,0,0,9,43,22,34,12,29,55,72,11,24,27,13,33,26,8,54,50,15,18,11,12,10,11,7,8,9,"3",19,19,30,20,25,38,17,23,18,25,25,35,20,12,6,16,17,20,11,14,7,8,7,20,34,26,17,9,"0",20,12,19,8,7,20,9,8,8,"63",0,13,12,17,14,57,66,31,16,"1",0,7,15,5,4,12,13,21,9,15,11,10,14
"2009-07-01",15,22,12,76,43,0,27,30,"3","6","8","19",53,51,50,59,59,37,91,44,0,5,73,"68",33,48,9,0,"0",0,3,62,4,13,0,0,11,6,6,43,42,29,20,28,64,"0",14,0,7,"4","6",0,"6","3",0,20,0,13,10,11,21,20,17,13,20,79,0,0,"0",34,0,5,9,14,38,24,50,"65",0,10,24,0,0,"74",70,20,"4",84,38,0,5,"3",90,"8",14,29,6,50,15,15,22,"8","5","6",89,4,10,13,4,3,14,13,13,7,53,83,41,16,6,7,0,"4",8,"5",17,0,0,20,18,"9","19",0,0,38,0,15,9,"20",0,13,59,9,19,24,15,18,9,17,"5",0,69,"0",11,0,"4","4",11,0,13,44,7,19,55,0,23,14,"10",10,0,38,40,7,21,0,0,37,63,0,10,24,33,85,17,9,20,4,14,16,7,11,8,19,16,14,3,0,7,7,10,6,4,"4",23,6,0,"0",19,5,7,14,15,12,18,9,26,28,23,29,8,35,29,10,35,12,0,10,14,26,"11",0,"6","5",0,"8",7,8,8,18,10,3,19,8,8,17,8,0,18,36,12,39,13,29,37,75,6,22,25,19,37,25,15,41,83,16,11,2,12,10,10,6,7,0,"4",21,23,27,22,29,37,25,31,25,28,24,55,0,0,11,18,9,13,12,9,7,9,0,26,29,30,10,9,"0",21,6,16,9,8,14,8,9,5,"66",14,19,12,26,7,49,42,27,17,"1",0,10,14,5,0,12,8,18,16,17,10,8,16
"2009-08-01",18,23,24,79,37,14,28,73,"6","4","4","21",42,83,60,55,87,35,18,65,0,5,58,"88",26,29,19,42,"0",0,8,44,6,0,0,0,6,0,7,27,26,18,21,34,72,"0",15,0,8,"6","8",0,"3","4",20,18,0,14,19,9,23,21,17,18,0,70,8,0,"0",81,4,5,10,21,42,24,89,"61",0,5,49,0,0,"71",58,21,"7",66,66,0,4,"6",76,"7",0,27,12,72,13,17,22,"4","8","7",73,6,7,12,0,2,16,13,17,3,87,100,52,25,4,6,3,"6",9,"0",17,0,0,6,4,"12","21",13,0,24,0,14,14,"12",6,16,68,4,19,25,13,19,12,17,"5",0,59,"0",0,10,"5","5",15,9,12,51,5,15,85,0,48,15,"10",7,0,24,34,4,0,0,0,34,28,12,10,31,64,57,11,12,18,9,21,16,11,9,8,19,13,13,5,15,21,9,8,5,5,"3",25,0,10,"0",19,10,12,12,17,11,18,7,20,28,21,27,9,32,33,20,16,8,0,8,18,25,"15",11,"4","7",0,"6",5,5,8,22,12,3,19,14,7,17,0,52,0,44,10,32,12,56,48,73,7,20,26,13,24,24,0,37,51,19,13,10,14,3,11,4,7,19,"3",32,24,31,29,29,35,8,32,26,29,18,22,0,0,23,12,12,17,11,10,0,10,0,18,22,26,18,16,"3",17,11,14,11,15,16,7,12,6,"57",14,23,2,24,19,71,53,28,20,"1",2,9,19,5,0,6,10,20,10,16,8,8,11
"2009-09-01",15,37,0,80,51,0,9,42,"4","5","12","15",53,80,88,55,82,44,60,68,0,10,74,"74",48,47,19,0,"2",0,3,37,8,13,12,31,12,4,8,23,60,17,25,25,78,"3",30,0,0,"6","5",0,"3","4",21,21,22,14,15,12,27,23,19,18,0,81,23,0,"0",59,4,0,10,21,97,23,45,"65",0,22,33,0,30,"76",61,0,"6",44,74,12,5,"4",67,"6",15,30,24,77,13,16,20,"12","9","6",75,11,18,16,0,7,19,14,15,7,75,64,34,17,6,7,10,"6",18,"0",0,0,0,9,7,"7","15",13,0,42,15,10,9,"22",0,11,52,5,10,0,19,18,12,0,"5",19,81,"1",0,7,"4","4",12,0,13,34,5,10,72,0,61,13,"8",0,0,56,52,11,0,0,0,54,28,0,12,50,9,75,8,8,21,10,17,18,7,10,9,20,14,14,7,20,21,22,45,5,3,"2",18,6,5,"9",15,5,9,16,17,15,28,10,17,29,21,29,18,53,42,30,47,8,41,28,25,31,"8",23,"3","3",19,"8",4,4,7,15,14,0,20,5,7,0,13,11,10,36,3,39,11,40,34,33,5,23,27,26,29,26,0,62,47,17,16,5,14,8,10,7,8,10,"2",18,23,38,27,48,42,14,30,50,43,18,9,0,0,17,16,20,22,14,5,8,10,15,29,35,23,9,8,"11",17,14,17,8,5,18,8,10,9,"76",0,17,10,22,12,51,34,87,20,"0",0,8,15,5,0,10,14,18,9,15,10,12,24
"2009-10-01",12,34,11,50,41,13,27,40,"5","5","8","8",59,71,67,55,63,30,62,67,0,5,100,"100",35,44,9,0,"2",10,5,42,8,25,11,0,5,22,7,34,34,17,32,24,29,"7",14,0,7,"10","10",0,"5","0",58,21,0,13,13,6,24,20,18,9,59,81,7,30,"2",67,0,0,9,23,92,23,37,"64",0,0,78,0,0,"72",55,0,"6",31,39,34,2,"5",78,"6",14,32,22,85,17,15,27,"8","7","7",51,11,13,14,37,28,18,14,16,10,60,65,45,16,2,6,6,"5",16,"0",16,0,0,12,15,"10","8",13,13,23,9,8,0,"14",6,7,65,5,14,0,14,20,12,33,"5",35,57,"12",0,6,"2","4",11,8,6,22,5,10,65,16,27,16,"7",13,0,43,46,10,0,14,8,47,44,0,11,23,20,73,13,10,22,10,22,16,10,9,8,20,14,12,6,0,13,24,15,3,5,"7",11,0,7,"5",12,10,6,16,19,13,18,8,25,30,19,27,25,68,39,19,20,23,13,23,18,25,"12",0,"2","3",0,"5",5,4,7,14,13,3,19,10,9,0,8,10,0,37,9,40,16,28,58,58,9,20,26,12,35,25,0,52,77,18,19,9,13,15,11,6,8,9,"2",18,11,42,25,42,38,11,40,29,66,51,21,0,12,11,14,13,16,11,9,7,8,0,21,29,22,12,9,"17",26,7,13,3,5,16,10,16,0,"74",14,25,7,24,25,55,60,21,19,"4",2,12,10,5,4,15,12,18,7,14,10,9,18
