"","date","X4.star.hotel","X4.star.hotels","X4..hotels","accommodation.in","airport.hotel.parking","airway","akti.beach.club","all.hotels","allen.overy","apartment.rent","arco","artnet","atlantic.electricity","atlantic.energy","atlantic.power","average.fuel.price","average.wages","barcelo.brighton","barcelo.cardiff.angel.hotel","barcelo.cardiff","barcelo.edinburgh","barcelo.hotel.oxford","barcelo.oxford","bed.and.breakfasts","bentley.college","best.bridal.prices","bingley","bmw.cars","bmws","book.price","bridal.gown","bristol.and.west","british.gas.price","british.gas.prices","brussels.airline","building.society.uk","business.gas","buxton.palace.hotel","buxton.palace","c02","calculating.percentage","campanile","car.arena","car.hire.in","car.safety","car.test","cardiff.angel.hotel","cars..com","catersell","cavity.closure","cell.cancer","charter.flight","chateaux","cheap.bed.and.breakfasts","cheap.break","cheap.breaks","cheap.car","cheap.city.break","cheap.city.breaks","cheap.city","cheap.deal","cheap.deals","cheap.flights.from.glasgow","cheap.flights.from","cheap.flights.glasgow","cheap.flights.london","cheap.flights.to.belfast","cheap.flights.to.france","cheap.flights.to.ireland","cheap.flights.to.toronto","cheap.flights.to","cheap.flights","cheap.gas","cheap.hotels","cheap.packages","cheap.paris","cheap.short.breaks","cheap.travel","cheap.trips","cheap.weekend.break","cheap.weekend.deals","cheap.weekends","cheap","cheaper.gas","cheapest.flights.to","cheapest.flights","cheapest.gas.prices","cheapest.gas","cheats.com","chi.squared","child.ed","choice.travel","claris","co2","coach.travel","compare.gas.prices","compare.gas","compulsory.retirement","conjugador","construction.project","consumer.price.index","consumer.price","cost.of.food","cottage.scotland","cottages.for.hire","cottages.to.let","country.club","country.property.auctions","cpi.rpi","cpi","creative.writing.course","cruise.holiday","current.inflation.rate","current.inflation.rates","current.inflation","current.interest.rate","current.interest","current.issues","current.rate.of.inflation","daily.record.newspaper","days.inn.nottingham","dealers","delta.air","dial.a.flight","dienstverlening","dietary","differences.in","differentials","distant.learning","diving.in","diving.school","domestic.fuel","domestic.heating","driving.agencies","driving.vacancies","drug.prices","e.trade","eco.schools","economy.of","edinburgh.carlton","education.city..com","education.plus","electric.gas","electric.prices","electricity.bills","electricity.costs","electricity.price","electricity.prices","elluminate","energy.advice","energy.costs","energy.grants","energy.performance.certificates","energy.savings","energy.shop","energyhelpline.com","english.translate","epidemiological","equalities.office","equalities","equity","euro.into.pound","exchange.rate.of.euro","exercise.training","expedia","expenditure","expertise","f1.hotels","fashion.industry","feminax.ultra","ferries","fertilisation","find.property.com","first.choice.travel","fit","five.star.hotels","flat.rental","flat.rentals","flats.in.london","flight.center","flight.centre","flights.brisbane","flights.cyprus","flights.malta","flights.to.ireland","flights.to.porto.santo","flights.to.scotland","flights.to.tenerife","flights.to.toronto","flights.to","flights","florida.flights","food.bills","food.price","food.prices","ford.motor","four.years.strong","framework","freelance.world","freeport.swimming","fuel.bills","fuel.rate","fuel.suppliers","funds","gas.bills","gas.charges","gas.electric.prices","gas.electric","gas.electricity.prices","gas.electricity","gas.price.comparison","gas.price.increases","gas.price.rise","gas.price.rises","gas.price","gas.prices","gatwick.hotels","genetic.engineering","geothermal.heating","ghia","glasgow.to.newquay","glasseco","global.travel","globalisation","goddiva","gold.youtube","golden.sands.hotel","golf.holidays","golf.in","government.equalities.office","graham.technology","green.beauty","green.building","green.car","guest.houses","guideline","halifax.building.society","halifax.building","hbg.construction","hbos.share.prices","henry.boot","hertz.car.sales","hertz","hill.music","holiday.autos","holiday.cyprus","holiday.thailand","holidays.cuba","holidays.in.cyprus","home.office.tier.1","hostels.in","hotel.grand","hotel.in","hotel.le","hotel.map","hotel.morecambe","hotel.porto.santo","hotel.review","hotels.at","hotels.in.south","hotels.in","hotels.reviews","hotels","house.rental","housebuilder","housing.market","housing.price","housing.prices","human.right","immigration","implications","in.construction","in.vegas","income.tax.allowances","inflation.rate","inflation.uk","inflation.wiki","inflation","influencing","ins","insight.com","insolvency.practitioner","intakes","internet.call","investi","involvement","irish.cultural.centre","ius","java2s","jet","job.agencies","jobcentreplus.org","john.radcliffe.hospital.oxford","kombo","kyriad","lake.district.cottage","language.school","law.act","law.course","learn.italian","leeds.united.football.club","legal.general","letting.agency","letting.agents","letting","lichfield.mercury.jobs","linux.laptop","liverpool.intranet","living.in.spain","london.share","losertown","luxury.hotel","luxury.hotels","maple.hotel","market.forecast","matches.boutique","measures","mercedes.clc","mocha.brown","money.market..com","money.saving.ideas","money.super.market.com","mortality","mortgage.business","mortgage.lender","motivating","motor.inn","movie.club","narratives","nature.spa","new.citroen.berlingo","nptc","numeracy.world","obesity","office.development","ont","oxford.comma","package.deal","paid.to.review","palace.hotel","papers.mac","participation","pat.testing","payers","personal.tax.allowances","pets.welcome","pier.beach","plus.florence","portland.travel","power.prices","precision.marketing","premier.inn.com","prevalence","price.increases","primary.resource","primary.resources.com","primary.standards","primo","production.of","profit.and.loss","promoting","property.letting","property.lettings","property.market","property.rent","property.rental","public.involvement","quality.control","quality.hotel.cardiff","quality.hotel.glasgow","radcliffe.hospital.oxford","rail.fare","rail.fares","rate.bank","rate.of.inflation","rate.","rates.","rci","relais","rent.flats","rent.property","rental.apartments","rental.in","renting","resort.florida","riding.schools","riu.guarana","rotten.tomato","rpi.cpi","rpi","rsb","ruffians","rungay","same.moon","savings","scarlett.evenings","sdl.translation","seat.cupra.net","self.cater","self.catering.cottage","selfcatering","semantic","short.break","short.breaks","show.vacancies","singles.holiday","site.waste.management.plans","sites","small.hotels","social.responsibility","social.support","soils","sol.hotels","solar.heating","solar.water.heating","spa.holiday","spa.holidays","spiral.stair","sta.travel","sta","stability","standing.waves","star.hotel","star.hotels","star.travel","str","sunsail","surfing.holidays","tax.calculators","tax.guide","team.northumbria","tennis.brighton","tesco.dental.plan","text.editor","the.management","the.mortgage.business","the.rolex","thomas.cook.holiday.deals","tier.1.calculator","tier.1.uk","tier.one","timeshare","tokyo.hotels","top.bananas","trading","trail.finder","train.routes","training.on","transactional","travel.agents","trips.to","uk.gas.prices","uk.house.price","uk.house","uk.housing.market","uk.housing","uk.inflation","uk.rpi","utility.prices","vacancies.for","venmore.liverpool","verbe","villas.for.hire","want.glasses","water.heating","waterways","weddings.in","weekend.trips","well.done.fillet","wizzair.com","world.ticket","www.bbc.co","www.cartoon.network.com","year.round.weather","zimbabwean.dollar"
"11","2004-11-01",58,64,63,65,30,63,0,28,84,53,51,0,43,36,22,0,65,0,0,71,0,0,0,41,0,0,56,68,55,54,48,25,20,31,42,43,9,68,54,33,100,47,46,49,64,54,100,61,0,0,91,35,50,"25",38,65,64,18,64,65,28,41,49,56,81,72,65,35,35,32,59,60,76,75,55,83,60,47,88,32,45,68,72,17,54,54,46,53,"45",45,0,26,63,41,64,48,19,61,0,93,67,96,54,35,38,31,64,0,0,74,13,27,42,91,87,38,91,67,21,100,0,66,52,57,0,91,78,100,54,49,26,66,60,27,29,29,48,62,100,100,0,61,37,47,46,32,45,58,0,48,60,48,0,47,25,0,34,74,0,35,84,0,27,64,47,85,77,41,71,0,46,42,"12",30,36,73,52,40,60,48,43,53,40,47,48,0,69,53,43,63,63,43,22,44,56,79,0,83,0,0,0,15,30,97,34,0,41,40,64,70,30,0,49,44,36,28,62,52,35,65,0,0,54,99,0,0,36,54,52,0,100,43,43,30,42,85,59,65,53,0,35,0,52,70,55,37,30,42,34,0,62,57,70,65,70,26,0,55,62,64,71,38,71,68,32,83,52,59,80,77,78,86,41,28,61,71,0,71,82,80,72,21,20,87,0,99,0,26,0,80,54,0,88,43,60,39,69,98,62,66,65,75,42,59,62,0,41,0,60,52,0,56,60,36,0,0,96,0,0,0,63,0,100,82,34,94,7,46,100,0,0,60,0,94,69,54,10,56,0,74,53,82,56,33,28,18,45,0,43,29,22,0,86,0,26,0,65,49,76,49,76,66,48,80,49,53,73,55,43,49,60,36,39,31,55,55,27,51,39,50,52,31,66,52,41,46,0,36,0,51,31,0,0,36,52,0,0,0,30,55,35,68,49,50,29,9,0,70,56,73,58,71,52,50,14,16,25,61,63,66,71,49,70,76,59,54,23,47,48,59,48,32,0,50,100,20,38,10,0,12,59,56,74,0,86,20,57,60,78,49,63,70,35,76,47,68,81,66,48,60,56,71,21,61,54,48,49,64,0,0,39,21,40,46,0
"12","2004-12-01",32,58,70,43,24,84,0,20,83,47,45,42,17,16,46,0,34,0,0,0,0,0,0,33,41,0,44,63,17,59,14,37,7,19,44,40,19,16,21,34,32,49,10,41,48,51,70,23,0,0,72,42,52,"37",50,54,61,38,49,60,52,54,37,51,48,62,65,24,26,37,58,54,69,60,50,58,38,47,43,29,41,53,64,54,59,42,0,29,"40",33,0,34,40,35,50,27,17,0,0,60,40,40,44,44,20,27,53,0,22,45,13,47,33,0,66,16,35,46,30,11,48,63,54,56,0,72,65,48,11,38,9,87,63,28,38,31,59,30,67,49,0,51,29,21,72,100,71,56,0,61,89,35,0,49,26,0,36,15,0,49,80,0,6,46,43,65,64,22,51,0,46,71,"5",30,41,38,70,38,50,37,56,28,37,37,44,0,44,43,25,58,58,49,0,32,54,67,0,59,0,0,44,16,82,88,35,62,25,28,46,59,32,0,51,0,31,24,53,26,72,59,0,0,70,74,0,0,38,52,51,0,42,26,37,34,38,52,48,46,37,30,72,49,56,82,42,39,46,39,33,0,53,54,62,63,56,19,0,41,39,71,58,38,58,43,51,56,11,56,60,73,77,78,42,30,61,67,0,72,63,88,45,0,16,36,0,73,0,20,0,74,45,0,46,23,25,37,49,70,69,44,47,64,41,48,47,0,67,0,28,44,0,42,42,0,23,0,75,11,0,0,100,0,64,54,43,36,21,30,56,12,0,34,0,65,64,94,11,39,77,62,0,55,47,34,20,22,16,0,39,30,70,0,82,0,14,0,63,58,55,57,63,35,18,65,51,68,69,62,0,51,46,38,32,40,55,67,100,44,48,48,51,41,56,58,53,49,0,51,29,64,21,0,0,0,52,0,22,0,61,39,36,51,56,44,0,18,0,76,41,72,70,54,28,19,15,19,21,0,60,60,71,38,47,49,87,48,33,12,50,37,0,33,0,62,80,32,51,10,0,0,94,32,35,48,82,0,46,54,54,44,54,87,61,72,57,64,60,70,25,43,59,25,33,0,38,45,49,39,0,0,43,44,46,48,0
"13","2005-01-01",62,83,92,80,62,69,0,43,100,67,50,19,39,37,53,0,52,0,0,0,0,0,0,55,31,0,63,87,57,82,66,37,22,11,68,47,50,36,54,26,49,73,7,76,41,61,54,69,0,0,47,53,33,"28",93,92,81,85,100,89,51,68,78,86,79,86,89,84,59,57,94,92,72,93,69,94,61,73,100,49,63,95,85,27,87,80,0,37,"72",25,61,61,47,41,76,30,21,98,0,57,46,46,54,64,45,88,84,50,0,56,36,68,84,97,100,62,100,72,51,56,74,84,100,91,40,71,60,44,52,59,50,13,88,43,70,24,32,54,56,86,0,78,35,33,83,38,51,72,50,78,48,31,0,46,39,0,31,24,0,57,86,0,30,41,100,83,68,33,46,0,68,59,"13",51,46,67,94,68,81,42,97,57,74,70,66,0,99,94,83,100,96,89,0,27,51,66,0,69,0,0,0,24,40,79,49,24,33,28,55,67,12,0,39,35,31,28,86,67,28,75,0,0,46,74,0,0,50,79,65,0,16,45,69,45,54,90,65,65,14,9,55,38,66,84,71,93,44,86,65,0,84,88,92,92,81,26,36,83,69,80,90,100,86,88,33,61,34,62,50,89,69,78,59,68,75,99,0,90,72,93,23,25,28,55,0,98,0,57,0,100,78,0,89,17,82,85,72,75,62,64,26,87,76,89,90,0,54,30,91,52,0,93,72,29,26,0,82,0,49,0,25,0,61,69,38,59,37,37,37,9,48,44,0,75,62,93,8,90,0,92,0,70,66,59,30,46,36,0,60,69,36,0,79,36,41,0,48,72,64,93,62,80,67,68,77,95,53,49,58,20,35,95,44,39,69,51,87,77,69,64,80,62,86,90,98,74,0,97,0,62,49,7,0,29,58,0,0,0,47,89,100,58,84,82,23,0,0,76,81,87,56,61,83,25,35,37,33,36,87,95,60,39,85,91,88,52,60,75,48,86,0,25,0,65,65,40,35,27,0,0,0,60,49,37,83,63,67,83,62,86,83,50,62,72,16,62,98,53,38,88,45,47,94,48,47,57,88,87,0,0,56,56,35,49,0
"14","2005-02-01",71,85,87,76,60,74,0,23,82,72,61,34,27,25,64,0,74,0,0,59,0,0,0,60,33,0,57,82,64,68,63,47,23,26,53,48,52,38,56,52,38,61,38,74,76,62,28,36,0,0,51,51,48,"53",67,77,80,27,61,79,62,65,74,73,78,84,77,71,64,59,87,79,66,94,64,88,62,63,87,64,56,89,77,50,89,79,38,49,"80",58,0,50,70,47,77,34,27,0,0,59,32,43,25,78,39,47,77,51,59,69,21,50,35,50,83,70,83,62,35,92,38,83,54,57,0,57,76,68,27,57,37,28,66,56,60,49,100,33,66,45,0,30,34,31,86,26,60,38,52,32,57,48,0,30,61,36,39,86,0,39,93,0,13,85,69,71,64,60,100,0,61,39,"16",40,49,61,54,60,81,44,40,15,68,64,61,0,69,81,72,85,84,77,18,50,39,69,0,70,0,0,35,13,74,94,62,74,25,33,37,51,19,0,0,0,31,26,71,52,38,54,0,0,55,86,0,0,30,62,77,0,67,26,100,50,53,84,64,63,30,9,86,0,72,54,84,68,34,62,54,0,79,79,89,86,84,12,76,80,76,78,86,80,84,85,27,52,44,79,43,90,83,98,60,47,61,75,0,80,77,91,24,35,17,50,0,61,49,48,0,88,68,0,83,0,52,71,84,79,48,75,37,82,61,85,78,0,63,0,72,63,0,67,71,30,27,0,87,0,0,0,26,54,53,54,45,50,33,53,45,0,50,32,0,72,80,52,9,47,61,84,0,76,47,54,31,53,37,0,33,55,74,0,100,37,21,0,54,51,63,67,78,78,61,53,68,78,61,59,24,10,68,73,58,37,85,83,45,70,66,70,73,100,85,80,87,45,0,30,57,80,68,0,0,89,59,0,0,51,49,68,80,72,80,74,0,22,0,69,62,98,53,74,77,19,36,44,34,38,74,76,74,91,70,82,57,31,26,58,40,62,39,52,0,61,84,34,36,28,0,0,37,57,73,0,88,49,51,100,55,66,61,52,100,74,45,72,69,97,40,82,70,10,79,0,40,62,88,56,0,0,56,46,37,50,0
"15","2005-03-01",55,79,77,67,100,81,0,27,67,64,53,18,12,19,32,0,41,0,0,0,0,0,0,55,57,0,53,83,36,82,100,47,5,13,31,60,13,50,44,29,39,73,13,66,58,48,45,41,0,100,100,59,59,"21",80,80,78,54,83,79,55,64,42,77,75,85,74,48,50,77,81,77,67,90,59,88,72,66,83,56,45,76,77,25,76,71,34,43,"42",51,0,43,49,38,82,27,15,44,0,49,49,42,13,65,34,51,76,45,31,50,19,59,46,88,55,95,85,52,36,51,0,82,50,56,0,72,62,46,31,49,51,48,58,24,63,64,18,41,65,62,0,62,23,37,67,23,26,42,45,56,62,39,0,53,36,0,35,11,0,34,93,0,24,79,79,82,35,75,75,0,66,49,"9",31,47,63,69,50,75,54,63,65,74,84,60,0,70,69,63,84,80,65,32,36,51,70,0,66,27,0,0,11,50,96,25,43,52,21,54,54,11,0,36,0,28,24,64,58,50,72,53,0,33,79,0,0,64,67,73,0,51,45,59,53,63,79,65,65,39,17,31,52,73,57,70,83,54,48,50,0,74,79,85,82,82,21,0,77,51,70,82,75,78,75,47,67,23,78,100,92,74,82,51,21,70,46,0,86,67,86,32,23,29,63,0,69,43,47,0,86,63,0,56,16,66,86,67,68,59,68,44,77,53,85,73,0,60,41,92,64,0,70,70,53,40,0,73,0,0,0,23,0,96,82,25,85,15,92,62,8,0,24,0,72,59,72,8,58,0,88,0,73,62,54,41,57,33,0,36,70,97,0,89,65,9,0,48,57,64,52,74,74,66,70,67,81,43,53,74,45,52,79,52,41,70,100,20,62,70,66,74,39,74,78,90,71,0,44,30,66,67,0,0,52,67,0,0,0,65,71,76,62,68,72,42,19,0,82,58,83,55,77,66,46,32,29,27,44,78,81,78,53,73,81,57,53,35,43,53,55,35,23,0,85,69,37,28,7,0,0,22,57,34,0,91,57,73,74,69,68,79,15,54,67,34,48,58,56,35,85,82,17,69,0,58,68,65,71,0,0,38,61,38,33,0
"16","2005-04-01",51,71,75,76,46,73,0,35,50,55,51,33,9,16,0,0,39,0,0,0,0,0,0,61,0,0,46,77,58,55,44,49,5,18,57,42,29,91,43,35,87,80,29,78,56,62,46,52,0,55,66,55,59,"68",54,66,88,26,72,76,38,65,75,85,67,81,80,97,40,51,85,82,64,85,65,96,67,64,51,39,77,51,79,34,87,78,37,23,"44",100,61,54,88,41,82,21,16,0,0,72,47,52,44,60,34,35,80,100,0,49,31,41,25,48,90,37,50,64,52,32,37,85,76,71,39,80,72,37,60,59,57,53,39,70,64,24,32,45,59,62,0,68,33,41,46,38,36,33,0,70,41,27,0,21,29,0,31,36,0,47,91,0,17,98,68,74,81,83,32,0,66,71,"9",48,44,83,65,45,59,53,77,71,79,81,47,0,79,57,64,87,82,68,18,29,55,61,0,74,0,0,33,12,40,86,27,72,24,34,36,41,0,0,39,35,29,28,70,74,46,95,58,0,36,88,0,0,33,70,92,0,48,45,31,45,57,76,72,67,57,9,35,38,78,71,64,60,49,63,50,0,68,78,84,74,77,12,0,73,61,69,79,75,76,62,26,85,25,100,69,92,93,95,56,34,65,59,0,88,74,83,35,34,45,56,95,96,47,83,0,84,75,59,62,17,63,69,68,81,70,55,36,80,81,82,79,0,26,60,48,60,0,82,64,29,78,0,83,0,0,0,25,0,65,69,38,55,16,28,93,9,0,44,60,72,59,58,8,60,0,90,0,58,60,33,53,36,12,0,42,39,36,20,64,24,10,0,57,51,74,65,94,73,79,71,70,77,47,100,23,40,79,66,43,34,73,88,55,67,74,66,72,56,81,84,66,71,0,39,0,59,16,0,100,0,54,0,17,0,47,68,95,65,71,65,23,35,0,79,69,52,66,54,63,58,12,47,28,73,68,77,76,68,73,80,48,65,50,70,68,67,0,63,0,58,72,8,31,34,0,10,48,56,38,0,83,16,79,74,76,68,63,34,62,65,32,56,79,49,29,90,22,28,51,0,37,59,71,76,0,0,62,22,28,37,0
"17","2005-05-01",58,69,85,74,50,93,0,49,70,64,47,39,15,7,15,0,39,0,0,0,0,0,0,70,82,0,43,81,38,65,24,61,9,0,24,41,19,26,33,18,59,67,19,85,59,66,30,54,0,47,77,51,49,"56",54,67,83,35,53,83,72,62,74,89,74,88,78,86,80,56,91,83,57,81,52,78,61,72,89,53,63,64,82,41,75,72,32,41,"33",62,0,46,61,35,78,13,15,0,0,100,20,40,29,53,36,39,78,43,19,60,40,61,50,0,61,37,78,53,54,63,32,76,36,64,34,59,59,69,45,60,67,23,55,51,80,20,44,35,67,59,0,17,25,21,56,33,22,40,0,54,47,23,0,36,34,0,37,30,0,24,83,39,30,70,80,54,42,57,49,0,70,50,"15",52,42,53,73,50,71,70,65,80,75,78,76,73,79,80,46,91,85,74,45,46,47,54,0,75,0,0,58,21,34,76,28,0,21,23,31,46,0,0,0,0,35,20,61,34,40,89,50,0,66,81,0,0,61,66,81,0,83,47,56,47,74,93,49,51,25,28,48,66,84,66,73,57,86,69,61,0,76,73,84,77,77,25,32,72,61,80,78,73,75,70,11,76,37,57,92,90,65,88,50,49,65,48,0,69,66,93,100,43,14,48,0,74,41,58,0,86,80,0,76,0,100,54,63,75,68,70,31,71,68,90,78,0,42,26,60,56,0,69,65,25,23,37,85,0,0,0,0,0,70,81,42,54,19,48,21,16,0,23,26,67,96,94,7,48,0,90,0,58,57,23,32,38,52,0,52,20,15,17,72,31,27,0,52,57,64,100,61,64,92,84,69,83,40,76,60,42,53,50,45,35,38,89,28,59,66,72,72,51,84,80,60,70,0,67,0,50,70,0,0,100,54,0,0,0,31,74,74,61,67,62,20,30,0,88,62,79,55,69,93,41,50,35,29,63,71,82,62,76,71,78,64,52,61,81,100,79,66,87,0,69,70,35,19,33,0,17,21,55,84,0,78,27,56,76,70,66,79,10,70,64,33,57,55,31,50,91,39,8,73,0,41,63,68,54,0,0,40,58,43,47,0
"18","2005-06-01",65,69,67,77,61,69,75,37,70,75,52,23,11,7,31,60,29,0,0,0,0,0,0,67,55,0,38,72,19,71,39,46,14,16,20,40,19,64,71,39,22,88,19,84,67,61,40,31,0,48,67,65,72,"82",51,63,86,42,56,73,49,77,57,87,75,93,92,74,58,72,94,85,63,84,87,84,64,77,82,60,84,63,86,36,85,81,0,31,"25",31,0,52,54,38,77,16,21,43,0,52,20,36,38,40,30,59,90,44,10,58,9,66,59,0,79,92,44,36,20,42,0,78,79,67,69,37,47,51,38,56,31,12,40,52,66,21,45,64,62,49,0,34,23,24,89,0,51,32,44,61,48,24,0,26,17,31,39,21,0,25,77,0,19,63,78,50,69,65,44,0,77,59,"10",54,41,67,65,68,62,56,71,100,89,85,62,0,71,77,68,91,89,91,15,35,38,68,0,72,0,0,0,11,28,77,52,63,17,19,24,40,27,100,35,0,28,22,71,27,32,81,76,0,47,35,0,0,91,84,81,0,28,61,38,53,74,77,60,57,63,16,67,100,88,59,69,81,66,66,83,0,85,71,85,71,91,10,32,79,67,86,80,76,76,68,34,48,37,58,40,75,33,80,46,59,59,58,0,58,46,86,0,15,11,49,0,70,0,45,0,94,99,0,47,15,74,47,77,47,80,75,31,62,81,91,90,0,37,26,70,78,0,80,59,26,23,0,65,0,43,0,0,0,65,70,43,55,24,49,43,0,0,46,0,52,79,76,7,49,52,96,0,51,55,64,53,55,32,43,67,47,94,0,45,32,64,0,46,47,45,66,66,86,81,59,70,88,62,30,51,52,27,76,49,38,54,32,19,57,58,64,74,49,77,89,71,62,0,34,10,55,43,0,0,25,52,0,15,43,42,51,66,46,63,55,0,31,0,82,67,26,56,36,96,38,72,41,39,21,88,83,60,26,72,75,84,55,57,66,42,53,0,100,0,55,62,28,54,37,0,0,31,71,52,32,82,69,70,67,59,68,77,15,54,60,14,52,58,35,0,100,99,58,60,0,43,77,79,50,0,0,43,30,46,37,0
"19","2005-07-01",62,94,76,76,73,73,37,61,73,83,49,28,26,32,30,0,56,0,0,0,0,0,0,74,27,0,40,85,42,70,57,52,14,18,44,33,62,21,23,18,16,69,32,99,39,51,36,48,0,0,54,100,60,"66",59,77,94,48,62,82,80,93,52,90,78,96,73,100,74,91,100,89,37,88,84,92,75,82,77,47,98,62,89,41,91,86,32,30,"29",22,26,55,53,33,78,36,17,0,0,47,33,49,42,50,49,73,82,65,10,61,31,71,14,0,52,37,55,21,20,28,0,82,69,59,0,50,28,44,52,64,25,46,29,84,50,0,39,8,34,59,0,59,36,37,48,11,53,37,0,60,35,30,0,36,42,0,35,20,0,0,75,0,19,35,88,44,48,100,40,0,83,22,"15",53,43,42,59,48,85,70,70,80,100,77,95,0,76,83,83,95,89,79,0,36,39,59,0,60,0,0,0,0,14,76,19,0,29,42,17,49,42,49,34,30,36,31,65,6,32,79,100,0,63,27,0,0,75,78,88,0,42,21,38,62,78,70,60,60,74,12,36,0,92,85,88,58,86,58,63,0,84,78,86,78,85,15,32,79,69,78,83,78,80,78,45,63,51,41,36,74,40,69,52,58,52,46,0,48,29,84,40,29,10,54,0,51,0,54,0,90,72,0,54,15,73,68,70,44,71,48,51,69,68,92,89,0,40,26,55,58,0,95,71,76,30,37,51,0,42,55,22,0,53,54,56,39,37,40,16,8,0,19,26,38,59,37,7,71,51,89,0,26,54,34,65,36,10,42,59,33,31,0,53,41,18,0,31,52,29,28,33,80,60,44,70,74,81,47,20,43,46,61,38,38,48,25,28,72,70,72,67,32,87,83,57,49,0,34,0,39,42,0,0,50,55,0,14,0,41,75,96,30,61,69,40,78,0,90,69,36,46,30,100,44,40,41,33,21,78,84,51,34,68,84,79,60,80,89,42,90,0,65,0,61,39,14,30,69,0,8,21,65,47,0,74,54,100,60,52,72,73,15,51,55,23,45,41,19,25,76,19,16,88,42,37,61,79,54,0,0,42,29,34,26,81
"20","2005-08-01",74,92,99,90,73,83,78,43,59,80,50,100,27,41,56,0,94,0,0,0,23,0,0,82,0,40,44,69,52,83,85,44,35,19,72,40,26,33,44,26,11,69,26,92,41,56,76,38,0,50,57,74,86,"59",80,89,94,80,88,95,78,94,84,99,88,95,92,85,82,61,96,89,82,94,75,92,92,82,99,44,62,79,92,31,89,86,0,45,"26",21,0,63,49,29,83,46,32,0,0,75,42,51,48,96,48,67,90,0,0,43,32,72,15,66,45,45,63,17,16,73,100,90,69,67,0,44,25,13,55,63,51,24,58,98,53,32,76,0,36,45,0,26,42,44,100,58,69,72,0,49,31,38,0,34,71,32,37,21,0,26,77,0,27,32,84,50,50,75,42,0,81,15,"22",57,46,72,73,62,76,80,82,90,99,83,100,0,100,82,75,98,92,76,0,36,48,66,55,64,0,0,0,44,43,82,39,22,26,37,68,71,22,52,0,32,44,40,65,8,67,67,0,0,75,15,0,0,64,73,100,0,29,63,56,74,94,73,76,82,0,21,38,34,93,63,82,71,66,78,98,0,79,86,100,90,98,29,33,98,80,70,95,90,89,83,65,68,46,86,25,88,37,57,49,31,26,33,0,54,27,83,32,38,44,38,0,44,43,37,0,95,83,0,64,0,85,91,72,46,96,63,50,68,49,90,94,0,53,27,53,67,0,97,81,53,0,39,44,0,0,0,0,0,46,78,24,25,39,42,22,47,0,24,27,31,42,46,0,54,0,100,0,36,68,48,14,64,22,44,76,70,32,0,58,11,9,0,18,34,29,13,39,100,94,74,80,92,53,41,63,53,52,49,42,44,28,93,20,84,83,82,75,42,87,96,59,64,0,26,0,46,30,6,0,26,65,0,0,0,54,82,81,48,100,96,42,89,30,88,67,44,58,28,80,39,21,56,52,55,78,76,58,18,71,99,86,55,76,81,44,83,0,34,0,47,58,7,12,42,0,9,32,73,20,0,87,100,79,67,44,69,77,30,56,64,39,66,42,24,52,79,41,17,62,0,39,81,97,51,0,0,52,56,48,94,0
"21","2005-09-01",66,93,100,71,59,64,0,39,78,76,56,56,58,49,76,27,67,0,0,0,0,0,0,62,100,0,39,71,63,61,69,49,48,51,36,34,63,58,68,19,59,57,35,66,40,69,39,36,0,0,58,31,52,"54",71,76,78,53,71,76,66,66,40,75,69,75,59,54,59,51,83,73,72,89,51,79,57,62,55,51,64,80,77,76,69,62,29,57,"28",24,72,45,70,38,73,76,35,38,0,55,49,33,46,58,48,100,79,40,18,63,20,50,39,77,48,39,55,34,41,32,44,75,54,54,0,49,35,46,69,56,56,63,69,51,69,56,41,39,46,49,31,54,59,58,87,40,69,50,0,43,32,58,0,39,54,27,37,37,0,89,81,0,17,28,77,45,36,46,54,0,55,33,"18",42,38,58,87,67,63,53,55,62,81,76,64,0,91,77,58,86,80,71,14,30,42,44,0,56,0,55,53,19,100,79,68,75,53,59,62,74,33,45,47,41,73,61,67,33,80,70,0,0,45,25,0,0,49,60,79,43,32,28,44,40,55,69,68,62,57,14,66,60,68,99,64,80,54,55,73,0,62,71,88,74,82,18,0,78,61,80,83,74,79,77,31,46,40,60,47,73,39,73,54,36,60,52,45,62,50,86,18,13,19,44,0,49,0,29,0,86,70,0,28,28,55,77,68,60,65,57,44,62,59,77,77,0,57,23,38,54,0,85,64,23,28,34,62,0,0,0,40,0,72,49,34,44,34,29,39,37,0,38,0,56,54,92,7,65,0,84,0,47,51,42,18,33,9,0,48,73,42,48,37,9,41,0,41,63,45,40,57,78,73,67,70,77,32,36,46,39,35,69,36,42,56,41,52,70,51,73,64,62,76,79,49,83,0,38,26,44,45,0,0,68,66,0,13,0,47,62,72,40,72,71,18,55,0,70,62,41,56,29,65,80,37,29,30,38,55,69,44,15,74,88,64,36,50,41,76,63,30,20,0,55,51,64,24,15,0,0,56,54,51,29,81,25,67,73,64,58,69,66,30,56,17,55,47,32,46,87,54,0,47,38,47,74,70,71,0,0,41,35,33,62,0
