"date","c.入門","cdr.書き込み","e.n","fun","fx.兄貴","html.タグ.一覧","info","jp.company","korean.air","l.o","lan.ケーブル.価格","lec.公務員","mac.価格","mcp.資格","mov.再生","ngk.プラグ","nihonn","opera.ダウンロード","pdf.変換.フリー","syu","vendor","vi.コマンド.一覧","web.アクセス","zip.ダウンロード","zip.パス.解析","zookeeper","あ.ぱぱ","あい.で.む","アイコン.フリー","アイコン.位置","アイデム","アウドムラ.の.恩恵","アクセス.できない","アドレス.変更.方法","アドレス.帳.保存","アドレス.帳","アプリ.作成","ある.ばい.と","ある.ばい","アルキタ","アルティザン...アーティスト","アルバイト.an","アルバイト.京都","アルバイト.募集","アルバイト.千葉","アルバイト.名古屋","アルバイト.埼玉","アルバイト.札幌","アルバイト.横浜","アルバイト.求人.情報","アルバイト.求人","アルバイト.神奈川","アルバイト.福岡","アルバイト.関西","アルバイト","アレグロ.アジテート","アンインストール.方法","アンティーク.雑貨","いき.もの.がかり.気まぐれ.ロマンティック","いき.もの.がかり.気まぐれ","インザ.スカイ","ヴィゾフニル","ウィメンズ.パーク","エキサイト.翻訳","エスノ","エラー.修復","オークション.yahoo","おすすめ.フリー","カクテル.レシピ","カスタム.少女.xp","カフェ.アルバイト","カフェ.開業","カレント.エリオット","カロリー.レシピ","ギター.カタログ","キヤノン.ビズ.ア.テンダ","キャプチャ.方法","ギャラン.フォルティス.スポーツ.バック","ギャラン.フォルティス.スポーツ","キュー.レット.ミューラー.ts","ギリシャ.文字.読み方","キレイ.ぱど","クソスレ","ぐるなび.関西","グルメ.キャリー","ゲーム.一覧","ゲーム.板","ゲーム.無料.ダウンロード","ゲーム.育成","こ.ゆく.て.おいしい","コーディネーター.求人","コピー.フリー","コマンド.オプション","コマンド.一覧","サーチ.方法","サイト.作り方","サマー.セット.パレス.ソウル","サンリオ.ゲーム","し.ごと.情報","じしょ","シュガー.ケイ","シュミレーション.ゲーム","ショートカット.一覧","ジョブキタ","スカイマーク.ツアー","スクロール","スター.ネット","スタートアップ.削除","ステレオ","スパゲッティ.レシピ","スピーカー.設置","セーフティー.ネット","セインツロウ.2.攻略","セインツロウ.2","ソニック.ワールド.アドベンチャー","ソニック.ワールド","ソリティア.攻略","タイピング.ゲーム.無料","タイヨウノハナ","タウンワーク","タグ.一覧","ツールバー.削除","テキスト.エディタ.フリー","デコ.デザイン","デザイナー.求人","デザイン.求人","デジタル.化","ドーモ.ネット","ドーモ","どうぶつ.の.森.wii.攻略","ドクターシーラボ.bb.クリーム","どっと.コム","トナー.価格","どんぶり.街道","ニチイ.医療.事務","ヌギャー","ネイル.スクール","ネットワーク.表示","ねとらじ.スケープ","の.む.こむ","ノート.比較","パーク.ハイアット.東京.デリカ.テッセン","パーツ.センター","バスケットボール.ルール","パチスロ.カイジ.2","パチスロ.実機","パチンコ.アルバイト","パッチ.当て","ハブ.価格","はら.ドーナッツ","ハローワーク.川崎","ハローワーク.札幌","ハローワーク.横浜","ハローワーク","ハングル.入力","バンジョー.と.カズーイ.の.大.冒険.ガレージ.大.作戦","ヒール...トゥ","ヒーロー.インザ.スカイ","ヒーローズ.イン.ザ.スカイ","ヒーローズ.インザ.スカイ","ピッピ.靴","ビューティー.ナビ","ブーン.ルミナス","ファイル.名.一括.変換","ファイル.名.置換","ファブリック.バード","フォルダ.オプション","フォルダ.削除","フォルダ.表示","フォルティス.スポーツ.バック","プチフリ","フットサル.タイムズ","ぶら.う","ブライダル.求人","ブラウザ.シェア","ブラウザ.比較","プラグ.形状","プリキュア.無料","ふるさと.雇用","フレッツ.料金","プレミア.ショップ","ふろ.む","プロジェクター.比較","フロムエー","ヘタリア.名前","ベネッセ.ウィメンズ","ベルキュロス","ヘルパー.資格.取得","ホームページ.作成.フリー.ソフト","ホームページ.作成.フリー","ホームヘルパー.2.級","ホイール.通販","ホテル.地図","マイ.プレミア.ショップ","マイケル.ボルダック","マウス.価格","マクドナルド.求人","まったり.壁紙","マニュアル.日本.語","メーカー.一覧","メール.保存","メシウマ.aa","メニュー.の.作り方","メニュー.バー","モータ.原理","もろみ.え","ラベル.印刷.フリー","ランタイム.ダウンロード","リストラ","リンク.設定","ルーン.ファクトリー.フロンティア.攻略","ルーン.ファクトリー.フロンティア","レシピ.野菜","ワーキン","ワーナー.マイカル.みなとみらい","ワーナー.マイカル.海老名","ワールド.アドベンチャー","ワンピ.ス","不動産.連合","不景気","不況","中古.車","中小.企業.緊急.雇用.安定.助成.金","中小.企業.雇用.安定.助成.金","事務.所.求人","事務.資格","二.角.取り","京都.アルバイト","企業.一覧","企業.倒産","企画.書.書き方","低.カロリー.レシピ","住み.心地","侍.戦隊","価格","保証.制度","倒産.件数","倒産.情報","健康.診断.料金","充.放電","先端.科学.技術.大学院.大学","光栄.ゲーム","免許.証.更新","全日空.時刻.表","全日空.時刻","公務員.試験.対策","再.就職.支援","分割.フリー.ソフト","創出","助成.金.雇用","助成.金","区役所.出張所","医療.事務.資格","卒業.年度","原.ドーナッツ","受信.メール","受験.資格","司書","名刺.作成.フリー","名刺.作成","商工.リサーチ","囲碁.入門","地下鉄.所要.時間","地名.読み方","基地.求人","場所.検索","塗装.方法","変換.効率","夕飯.シチュー","大学.一覧","大学.偏差.値.代ゼミ","大阪.アルバイト","失業.保険.受給","失業.保険","失業.給付","失業","学校.一覧","実機.販売","家具.通販","密室.から.の.脱出.2.攻略","密室.から.の.脱出.2","小田急.線.時刻.表","小田急.線.時刻","就職.支援","就職.資格","履歴.書.自己.pr","履歴.書.自己","履歴.書.見本","岡部.文彦","市役所.地図","希望.退職","帝国.データ.バンク","年.号.西暦","広島.アルバイト","店舗.賃貸","引越し.料金","弥生.会計.09","彼.の.名.は.ドラキュラ","彼.の.名.は","恋人.は.ミュージシャン","情報.ネット","拡張.子.変更","採用.係","換算","教師.求人","文字.読み方","新聞.記事.検索","既.卒.就職","日本.エイサー","日本.語.教師.求人","日経.消費.ウォッチャー","星空.の.湯","映画.情報","普及.拡大","景気.低迷","景気.動向","景気","書店.アルバイト","札幌.アルバイト","東.建.コーポレーション","東京.商工.リサーチ","東方.神.起.歌詞","桃太郎.電鉄.20.周年","楽器.採用","横浜.研究.所","橘.つばき","民事.再生.法.と.は","求人.ジャーナル","求人.情報","法人.設立","派遣.ex","消費.電力.計算","深夜.アルバイト","添付.ファイル.保存","無線.lan.比較","特報","画像.表示","画面.キャプチャ","留学.奨学.金","異.業種.交流.会","番長.3.攻略","病院.地図","症状.検索","発電.システム","登録.制.アルバイト","着.うた.フル.プラス","社団.法人.と.は","福祉.の.お.仕事","米.軍.基地.求人","経営.状況","経済.情勢","経費.削減","給付.日数","緊急.雇用.助成.金","緊急.雇用.安定.助成.金","緊急.雇用","縮小","美容.室.口コミ","翻訳.求人","耳.つ.ぼ.ダイエット","職業.訓練","自転車.カタログ","航空.券.激.安","英語.ニュース","英語.日本.語","補助.金.太陽.光.発電","西暦.対応.表","西暦.対応","西村.隼人","角.取り","評価.版","講師.求人","資格.就職","資金繰り","起動.できない","車検.費用","転送.設定","辞書.登録","退職.金.税金","通信.端末","通販.カタログ","運転.免許.証.更新","都.道府県.大戦.攻略","都営.バス.時刻.表","都営.バス.時刻","重政.豊","銀.魂.鑑定","録音.方法","開業.資金","雇用.保険.受給","雇用.創出","雇用.助成.金","雇用.助成","雇用.安定.助成.金","雇用.調整.助成.金","雇用.調整","雑誌.一覧","雑貨.求人","電力.計算","電力.量.計","音声.が.出.ない","音声.読み上げ.ソフト","音響.求人","食品.衛生.責任.者","食品.衛生.責任","高等.技能.訓練.促進.費","高等.技能.訓練","髪型.写真"
"2004-11-01",49,31,57,60,0,35,71,0,43,49,46,100,42,19,55,42,69,13,28,19,100,0,87,15,45,69,0,0,68,66,55,0,39,62,64,58,31,28,38,3,0,53,35,43,19,48,49,17,29,15,29,14,42,47,62,0,68,57,0,0,11,0,7,94,66,58,28,24,19,"0",31,0,0,20,17,0,22,0,0,0,54,0,19,"21",0,68,36,62,76,0,79,34,74,62,38,65,0,41,0,65,0,67,19,0,35,81,17,54,78,30,47,0,0,"0",0,0,25,39,0,6,60,51,70,0,32,24,84,0,27,"0",0,9,30,0,47,0,18,64,0,100,37,0,36,42,0,76,6,52,35,0,54,24,40,52,16,0,67,0,0,"0",0,31,0,83,60,0,35,82,42,0,0,0,16,26,56,56,34,36,0,33,28,21,17,56,0,39,"0",17,87,65,34,48,70,0,0,44,61,70,50,61,69,0,47,84,51,0,0,60,11,47,"0",0,19,13,"58",33,7,0,23,4,8,81,"0","0",26,17,52,23,63,16,55,15,25,0,70,22,23,15,15,52,44,14,45,46,51,0,25,43,56,6,18,60,31,13,0,59,64,33,28,64,25,69,55,25,31,13,63,15,0,24,22,37,12,40,28,49,54,30,35,0,"0",49,81,93,37,39,20,16,100,33,10,38,39,43,52,16,0,0,36,0,59,70,0,63,13,50,24,0,10,39,0,0,57,0,0,24,29,30,17,30,22,0,"0",0,22,0,9,18,47,61,0,31,36,38,28,31,92,53,20,84,"0",63,12,38,82,0,55,27,0,39,22,39,28,"0","0","8",72,27,26,0,47,40,40,32,42,4,"9","14",0,53,69,31,37,25,48,25,52,60,39,41,36,57,0,37,68,0,0,19,15,14,21,6,10,"0","0",4,36,42,39,56,41,31,100,39,44,41,0,50
"2004-12-01",39,14,28,58,0,33,66,0,63,45,51,74,53,61,68,58,51,49,40,66,42,0,43,25,56,76,0,0,66,61,59,0,41,46,24,46,29,0,0,5,34,56,16,35,48,15,34,69,36,21,17,39,43,11,58,0,95,46,0,0,5,0,6,86,38,64,26,33,36,"0",16,0,0,10,16,0,0,0,0,0,25,0,18,"21",0,75,56,44,61,0,73,44,51,54,35,76,0,76,0,52,0,44,31,0,0,82,14,37,68,11,43,21,0,"0",0,0,70,63,0,6,71,20,64,0,39,30,67,0,25,"0",0,22,14,0,15,0,12,69,0,0,28,0,37,16,0,16,0,28,44,0,50,37,49,46,15,0,0,0,0,"0",0,28,0,26,66,0,89,89,61,0,0,0,59,48,45,45,21,0,0,25,0,19,39,49,0,30,"0",0,60,53,35,45,63,0,0,52,0,0,78,50,50,0,43,67,76,0,59,50,14,76,"0",0,24,0,"83",30,9,0,11,7,7,70,"0","0",53,16,53,14,54,12,68,21,38,0,77,35,43,10,21,16,75,52,48,42,47,72,46,60,56,10,15,46,25,18,0,62,43,28,17,49,18,42,38,34,0,95,39,14,0,31,41,35,14,55,69,58,60,28,18,0,"0",55,59,33,11,24,33,19,92,54,27,28,77,0,42,10,0,0,0,0,44,32,0,53,0,54,54,0,28,0,0,0,67,42,0,22,29,14,69,44,20,0,"0",57,66,0,26,14,40,76,0,12,33,36,42,36,77,54,66,62,"0",43,11,32,76,0,31,12,0,45,60,7,77,"0","0","21",65,17,49,0,55,19,52,30,41,4,"0","7",0,63,49,38,11,15,72,23,34,80,31,19,37,38,0,40,51,0,0,35,27,16,39,10,11,"7","5",4,55,26,40,35,38,0,46,26,15,0,76,46
"2005-01-01",49,13,29,61,0,26,73,20,78,41,62,33,43,40,69,70,56,17,32,49,45,34,68,33,13,86,0,0,44,22,65,0,61,73,43,53,42,35,31,5,0,63,66,64,27,27,26,48,36,28,37,41,31,29,65,0,57,28,0,0,3,0,6,72,42,58,25,26,22,"0",22,36,0,22,0,0,74,0,0,0,23,0,32,"18",24,59,72,47,51,0,33,50,67,49,40,71,0,34,0,31,0,54,39,0,0,66,13,56,71,15,58,10,0,"0",0,0,63,81,0,5,37,15,58,0,75,57,70,0,40,"0",0,16,34,0,20,0,34,89,0,0,37,0,44,36,0,29,5,50,50,0,90,54,39,58,69,0,0,0,0,"0",0,34,0,70,100,0,59,61,62,0,0,0,27,15,27,44,48,0,0,30,47,86,29,38,0,25,"0",28,96,81,35,75,72,43,0,80,52,0,55,53,84,0,49,66,35,0,0,30,19,52,"0",0,25,11,"58",41,10,0,29,3,11,81,"0","0",38,22,62,63,42,19,57,26,21,0,75,27,19,12,25,0,58,36,56,46,32,22,21,44,58,5,17,32,39,37,74,64,45,41,70,69,22,57,23,41,79,75,53,79,0,58,19,22,10,61,42,65,72,25,36,0,"0",36,75,60,62,0,60,18,0,73,16,28,80,36,27,23,0,0,0,0,56,100,0,66,55,48,57,17,17,44,0,58,60,38,0,46,33,25,48,31,17,0,"0",0,72,0,8,15,71,70,0,22,0,32,38,52,72,49,94,57,"4",53,29,29,23,0,28,28,0,24,36,19,46,"3","0","9",68,23,22,0,49,34,67,50,45,7,"16","6",0,56,37,52,62,56,82,44,65,61,37,69,57,62,0,42,46,0,0,16,37,32,27,5,6,"0","2",2,50,0,47,31,57,26,42,51,28,0,0,52
"2005-02-01",56,0,27,66,0,35,70,21,44,0,74,53,58,17,16,37,47,29,51,29,48,24,59,32,53,56,0,0,60,23,85,0,44,89,57,38,28,100,0,0,0,40,39,30,47,24,38,31,43,34,41,44,42,41,77,0,36,59,0,0,3,38,5,73,15,61,25,14,29,"0",12,19,0,22,47,0,59,0,0,0,61,69,17,"15",13,37,63,42,42,0,35,41,68,61,34,86,0,37,0,50,0,58,17,0,15,73,12,71,78,64,41,30,0,"0",0,7,23,26,0,7,30,20,74,0,61,64,60,0,30,"0",0,16,23,0,21,0,32,41,0,0,23,0,36,38,0,30,13,27,65,0,98,43,30,60,72,0,0,0,0,"0",0,28,0,49,32,0,62,67,52,0,0,0,42,32,65,47,72,16,0,43,50,18,15,63,0,35,"0",0,96,45,27,43,69,0,0,75,54,0,78,40,60,0,42,67,92,0,93,70,16,76,"0",0,27,0,"55",72,14,0,26,11,7,82,"0","0",50,42,50,20,48,12,65,62,44,0,72,19,0,14,34,0,50,38,91,48,74,23,33,17,58,6,15,49,17,28,0,67,61,41,16,73,29,20,87,33,28,57,46,71,0,51,40,40,18,47,47,57,47,0,41,0,"0",71,95,63,44,46,23,9,0,52,17,31,28,13,23,39,0,0,0,0,60,69,52,69,35,52,17,18,14,47,0,0,49,40,0,35,26,26,31,21,27,0,"0",0,52,0,8,6,54,47,0,43,87,34,35,45,69,60,72,40,"0",48,41,19,72,0,45,30,61,9,57,27,25,"4","0","5",82,8,35,0,58,0,51,26,38,4,"8","0",0,64,57,36,44,51,70,33,78,47,35,73,52,44,0,100,92,0,0,25,52,28,47,6,10,"3","0",0,32,12,49,16,84,35,0,40,44,37,0,44
"2005-03-01",29,35,44,69,0,24,71,0,19,37,77,77,43,44,56,64,69,15,32,35,56,42,79,33,23,58,27,100,76,40,66,0,67,48,39,55,42,21,29,4,0,46,50,59,40,16,9,39,40,31,40,38,64,27,69,0,63,44,0,0,3,0,6,58,32,36,20,12,45,"0",24,16,0,15,67,0,51,0,0,0,83,0,30,"19",33,64,66,35,86,0,40,38,64,49,51,85,0,24,0,29,0,60,22,0,27,75,13,21,68,41,18,9,0,"0",0,12,0,45,0,8,29,20,34,0,60,52,75,0,37,"0",0,17,15,0,30,0,28,67,0,0,49,0,52,26,0,19,4,23,100,0,62,43,40,65,25,0,0,0,0,"0",0,39,0,42,55,0,40,84,55,0,0,0,25,33,68,40,62,21,13,35,21,63,39,49,0,36,"0",13,49,32,38,50,80,39,0,55,47,0,65,60,58,0,54,67,31,0,65,41,22,41,"0",0,25,5,"50",25,28,0,9,8,6,75,"0","0",49,33,35,46,63,20,70,24,32,0,72,29,18,14,29,80,62,43,50,49,68,40,9,57,58,10,19,75,12,83,0,70,57,47,29,80,26,52,85,76,24,49,48,36,0,41,17,32,23,82,46,65,41,23,33,0,"0",55,94,55,71,70,47,20,0,72,22,26,49,55,25,42,0,0,0,0,55,69,0,56,81,44,37,63,12,100,0,0,52,0,63,30,23,0,39,70,20,0,"0",95,52,0,14,17,52,67,0,37,37,38,35,33,78,70,86,43,"0",62,45,11,21,0,30,10,0,22,16,41,0,"3","0","6",100,21,40,0,55,16,48,21,37,7,"7","33",0,52,68,47,71,38,64,31,80,61,51,47,44,60,0,71,58,29,0,36,90,40,49,10,7,"3","2",6,46,32,40,43,42,30,0,51,67,0,63,10
"2005-04-01",49,26,57,60,0,42,64,0,49,51,64,69,59,65,31,54,33,17,24,51,16,36,57,28,39,78,0,0,52,46,77,0,60,76,55,46,30,48,80,7,32,46,46,62,79,37,27,20,42,29,46,43,59,30,80,0,29,21,0,0,6,0,9,69,57,46,22,18,45,"0",34,37,0,12,15,0,76,0,0,0,47,0,50,"14",0,33,39,44,65,0,23,38,69,49,50,81,0,89,0,32,0,83,16,0,15,69,11,93,49,36,20,10,0,"0",0,7,22,59,0,6,68,29,61,0,32,49,68,0,35,"0",0,11,31,0,34,0,23,81,0,0,26,0,21,51,0,45,10,32,31,0,35,41,29,57,42,0,0,0,0,"0",0,72,0,48,41,0,45,55,60,0,0,0,27,15,35,16,100,32,0,42,24,35,29,52,0,44,"0",0,75,60,33,42,63,0,0,62,54,0,48,51,84,0,61,75,36,0,36,36,19,43,"0",0,35,6,"48",14,23,0,30,7,6,76,"0","0",29,34,39,39,67,14,60,13,7,0,68,23,40,13,39,15,76,49,54,55,50,56,21,40,52,4,16,52,34,0,0,67,42,48,24,71,28,39,48,53,0,66,45,27,0,28,29,45,10,55,24,51,51,26,49,0,"0",51,52,80,16,34,58,27,86,82,8,37,39,0,50,12,0,0,0,0,63,100,0,60,34,38,38,88,13,45,0,0,60,39,0,27,30,13,20,32,25,0,"0",0,47,0,20,6,52,50,0,27,0,67,34,41,84,54,70,63,"0",87,20,30,47,0,34,35,60,50,0,46,48,"0","0","4",87,12,57,0,58,26,49,43,38,6,"0","0",0,17,66,9,16,29,63,19,76,51,24,53,33,46,0,54,95,0,0,40,51,33,18,4,8,"0","2",2,62,12,30,96,23,13,0,39,43,0,70,21
"2005-05-01",68,22,54,68,0,22,66,0,32,100,40,43,39,69,40,53,65,24,29,47,53,30,63,30,33,56,25,32,63,29,78,0,63,64,46,42,31,60,41,6,0,52,42,100,43,23,18,25,28,20,33,26,23,76,75,0,69,30,0,0,7,0,7,56,12,66,24,21,19,"0",45,31,0,18,13,0,16,0,0,0,20,0,14,"15",11,58,44,37,53,0,48,37,58,64,76,74,0,45,0,34,0,80,27,0,13,62,22,29,67,43,34,8,0,"0",0,6,46,35,0,9,44,27,37,0,31,44,61,13,59,"0",0,7,11,0,12,0,33,71,0,0,32,0,59,25,0,43,100,55,70,0,59,47,53,54,48,0,0,0,0,"0",0,60,0,65,69,0,57,81,69,0,0,0,23,57,47,60,84,20,0,37,31,30,25,54,0,32,"0",0,99,48,25,47,67,0,0,64,0,0,63,67,52,0,43,70,68,0,0,44,8,41,"0",0,34,5,"37",47,19,0,30,4,6,75,"0","0",41,53,37,38,40,24,100,56,18,0,76,20,0,11,11,13,50,21,56,40,37,28,9,27,34,6,22,40,25,23,0,66,55,50,13,87,32,0,20,36,45,19,46,0,0,36,16,43,9,47,39,50,59,0,32,0,"0",48,71,26,22,28,56,31,0,66,21,29,33,10,47,12,0,0,0,0,64,76,43,61,29,47,42,60,23,0,0,0,52,0,0,28,22,22,25,27,25,5,"0",0,75,0,10,13,52,51,0,45,17,24,33,60,88,68,96,57,"0",82,8,23,59,0,28,30,0,21,0,22,0,"0","0","0",60,7,48,0,47,37,70,18,31,6,"20","26",0,42,68,30,22,36,58,27,79,77,49,45,50,42,0,59,45,0,0,34,32,10,31,6,11,"3","4",3,69,10,41,68,59,28,0,37,36,0,59,45
"2005-06-01",62,22,37,52,0,12,62,0,61,41,13,14,37,33,71,59,67,14,25,41,64,19,62,29,21,46,25,0,59,37,72,0,65,18,72,39,34,0,13,6,26,57,37,51,37,49,26,65,24,16,27,49,37,33,69,0,39,35,0,0,2,0,8,66,41,86,19,24,60,"0",37,46,0,20,19,0,47,0,0,0,67,0,0,"23",10,64,25,55,51,0,28,40,55,57,67,82,0,29,0,40,0,84,17,0,0,70,21,57,62,34,16,0,0,"0",0,6,71,34,0,8,47,10,63,10,37,28,79,0,34,"0",0,15,11,0,17,0,32,75,0,0,45,0,26,48,24,55,14,42,50,0,48,40,28,57,23,0,47,0,0,"0",0,43,0,39,25,0,43,77,72,0,0,19,34,37,40,48,49,13,0,34,39,14,36,63,0,36,"0",0,76,68,30,51,69,0,0,59,43,50,50,40,64,0,50,65,65,0,0,25,17,50,"0",0,36,9,"39",92,16,0,25,7,5,73,"0","0",37,31,65,32,47,19,90,43,23,0,64,19,33,13,16,25,53,25,37,13,31,18,17,33,47,10,21,31,5,18,0,52,36,44,26,69,23,0,49,44,0,100,30,44,0,32,47,17,12,58,43,53,50,63,13,0,"0",51,72,66,70,28,14,22,0,90,7,39,55,41,46,19,0,0,0,0,56,89,0,68,19,66,38,15,7,28,0,0,63,0,58,33,24,11,65,36,23,0,"0",87,79,0,0,13,54,58,0,34,17,47,20,41,64,62,51,55,"0",100,8,39,0,0,51,19,48,34,30,27,0,"0","0","2",78,16,37,0,40,22,64,31,37,6,"26","35",0,37,66,29,70,18,61,27,59,75,51,58,44,29,0,26,39,0,0,59,52,22,52,10,6,"0","2",3,51,39,55,26,58,22,35,43,54,0,0,35
"2005-07-01",47,21,33,68,0,30,61,0,60,27,19,69,47,46,63,72,70,0,19,40,87,0,78,33,31,66,0,30,51,55,55,0,46,95,61,48,32,28,13,4,0,54,39,50,36,47,17,47,33,16,28,19,40,56,72,0,52,57,0,0,3,0,6,59,46,58,21,19,36,"0",43,30,0,13,12,0,46,0,0,0,38,0,13,"15",0,59,77,41,80,0,36,32,77,52,39,59,0,42,0,71,0,64,16,0,12,67,24,37,53,45,48,8,0,"0",0,5,35,34,0,6,53,25,52,10,29,47,71,0,51,"0",0,10,21,0,38,0,28,60,0,0,31,0,31,17,0,41,8,46,16,0,56,28,27,53,11,0,0,0,0,"0",54,28,0,57,33,0,24,58,42,0,0,18,55,60,39,34,16,13,0,27,19,14,12,72,0,37,"0",11,49,42,37,44,79,0,0,47,0,0,51,42,45,0,32,42,50,0,0,45,22,49,"0",0,32,4,"54",34,27,0,12,7,9,73,"0","0",23,30,43,21,51,18,88,32,6,3,62,15,0,11,36,60,30,24,39,25,39,54,17,43,43,10,18,53,19,22,0,56,39,40,6,64,28,16,48,42,0,71,72,21,0,36,46,34,16,48,49,54,48,21,34,0,"0",41,32,39,34,27,28,22,0,43,0,28,53,30,45,11,0,0,0,0,64,79,0,67,0,40,33,57,18,36,0,0,67,0,0,27,28,41,47,33,23,0,"0",0,68,0,6,10,39,57,0,36,17,45,31,48,76,51,56,23,"0",99,16,26,19,0,61,14,0,40,44,32,0,"3","0","2",68,6,9,0,45,21,82,34,35,3,"6","15",0,40,45,28,34,23,75,30,29,64,38,28,45,31,0,34,47,0,0,51,41,29,29,10,12,"3","3",3,16,38,39,51,65,16,0,54,68,0,56,26
"2005-08-01",26,11,34,60,0,28,64,34,92,28,33,14,32,13,38,44,76,28,39,37,45,20,54,23,11,63,24,0,44,28,47,0,39,53,18,28,34,39,66,6,0,22,68,41,18,49,9,36,41,20,23,40,48,8,67,0,24,41,0,0,7,31,4,60,29,60,20,16,18,"0",50,30,0,10,25,0,31,0,0,0,39,0,0,"22",0,47,60,41,59,0,19,35,54,41,27,58,67,36,0,53,0,64,17,0,12,68,16,19,63,50,25,8,0,"0",0,8,36,41,0,7,43,18,40,11,74,28,61,0,52,"0",0,15,7,0,11,0,41,60,0,0,18,0,43,18,0,30,12,48,25,0,0,73,33,56,12,0,0,0,0,"0",0,29,0,29,17,0,37,72,49,0,0,0,22,37,79,50,49,13,0,28,0,43,0,54,0,34,"0",23,81,52,41,29,88,0,0,48,0,0,37,37,86,0,17,66,14,0,30,51,15,52,"0",0,35,14,"65",80,37,0,16,6,4,77,"0","0",21,33,52,53,33,9,58,33,23,0,60,19,0,11,11,49,44,60,33,13,27,37,61,24,52,7,15,62,27,18,0,52,48,34,13,68,24,0,59,43,0,72,44,11,0,40,16,30,15,34,17,44,72,21,21,0,"0",51,63,90,43,28,18,19,0,67,34,35,45,50,32,16,0,0,0,0,47,67,42,56,28,36,27,29,7,65,0,0,65,0,0,22,21,31,36,29,22,0,"0",0,54,0,13,15,49,50,0,34,17,23,44,33,61,54,43,67,"0",73,16,24,57,0,51,24,0,14,15,32,0,"0","0","7",71,0,65,0,44,22,80,28,29,8,"7","5",0,64,48,14,43,53,63,31,84,79,20,29,41,38,0,70,87,0,0,20,52,39,59,7,6,"3","2",4,25,49,30,26,19,22,35,35,39,0,58,9
"2005-09-01",43,21,36,52,0,24,62,0,51,40,0,95,42,26,25,36,57,32,41,22,31,19,66,24,10,53,0,0,49,36,70,0,49,51,61,44,31,47,26,2,0,30,51,44,44,36,17,71,26,14,27,43,32,32,67,0,33,51,0,0,7,0,8,59,17,61,22,11,62,"0",36,44,0,18,24,0,76,0,0,0,28,0,13,"14",30,53,52,46,59,0,54,26,55,45,39,54,0,49,0,70,0,65,26,0,24,71,11,55,70,20,71,24,0,"0",0,0,43,60,0,8,49,15,52,0,25,57,79,0,28,"0",0,12,7,0,27,0,28,65,0,0,18,0,39,52,0,23,12,31,24,0,18,38,36,54,33,0,0,0,0,"0",0,28,0,33,33,0,60,63,50,0,0,0,33,24,33,51,39,19,0,14,29,42,29,55,0,30,"0",0,44,26,39,28,77,0,0,41,0,0,60,32,64,0,40,63,35,100,29,37,13,56,"0",0,36,31,"49",100,25,0,12,3,5,76,"0","0",31,27,43,56,37,16,31,37,22,0,65,11,32,9,21,24,68,24,46,25,65,53,42,36,35,10,19,26,24,22,0,47,40,37,25,59,25,0,19,25,0,26,43,32,0,24,45,30,22,50,39,53,77,20,39,0,"0",47,58,49,42,9,24,14,0,75,20,28,44,49,31,19,0,0,0,0,57,64,40,62,27,44,50,28,28,36,0,0,70,31,0,27,24,20,71,25,29,0,"0",0,49,0,6,5,45,75,0,27,41,23,31,37,46,50,49,35,"3",61,8,28,37,0,30,32,47,60,44,16,19,"0","0","2",80,12,27,0,57,49,70,35,35,8,"19","15",0,26,52,21,42,51,67,32,68,54,34,56,54,53,0,30,42,0,0,44,50,19,14,10,14,"8","0",0,41,19,32,38,83,37,0,53,41,0,0,25
"2005-10-01",45,10,45,68,0,43,56,0,44,63,71,26,30,37,29,54,61,17,34,54,35,44,43,29,0,46,45,0,44,17,43,0,59,64,65,45,29,62,48,2,24,26,23,40,33,37,16,29,40,10,22,32,54,22,62,0,74,21,0,0,4,0,7,76,43,48,22,15,21,"0",31,28,0,26,17,0,85,0,0,0,35,49,12,"21",19,68,29,42,28,0,68,30,53,48,67,44,0,33,0,36,0,81,15,0,11,66,12,9,71,46,15,15,0,"0",0,0,16,56,0,8,50,21,69,10,37,41,63,0,13,"0",0,16,20,0,26,0,23,53,0,32,41,0,31,22,0,86,15,39,15,0,17,31,43,53,21,0,0,0,0,"0",100,26,0,53,23,0,51,67,50,0,0,17,51,28,41,60,22,0,0,25,18,13,33,44,0,40,"0",0,55,37,25,21,74,0,0,74,40,0,41,35,51,0,45,73,40,0,67,23,12,66,"0",0,30,12,"20",63,24,0,64,3,6,68,"0","0",12,28,40,19,48,15,26,89,26,0,61,24,15,10,10,11,48,32,59,41,57,50,24,30,49,10,17,53,10,20,0,63,57,31,18,60,20,0,62,8,20,33,34,40,0,35,14,30,25,61,34,56,38,38,17,0,"0",55,57,30,52,17,39,20,0,65,25,29,45,28,25,16,0,0,0,0,53,70,0,63,42,37,37,26,20,33,0,0,50,29,0,25,25,19,29,33,20,0,"0",0,38,0,27,23,45,59,0,14,31,25,40,45,89,69,79,47,"0",65,15,24,35,0,28,26,0,0,14,44,0,"0","0","2",78,15,25,0,40,39,62,33,46,9,"12","27",0,40,57,26,52,16,73,42,43,30,36,66,51,34,0,44,75,0,0,12,28,25,27,10,10,"0","2",3,23,27,39,48,43,25,32,36,35,0,0,40
