"date","alabama.unemployment","amazing.sonic.scene.creator.2","annual.convention","arizona.unemployment.rate","arkansas.unemployment","auction","bible.lessons","big.fun.town","birthday.party.invitations","blonde.scene","bridal.bouquets","business.cards","business.in","business.services","ca.unemployment.rate","ca.unemployment","california.unemployment.rate","canadian.unemployment.rate","chase.loan.modification","chinese.movies.online","christening.gowns","clinical.laboratory","co.unemployment","college.community","colorado.unemployment","combofix","community.centers","community.education","community.learning","community","confidentiality.agreement","consultant.resume","ct.unemployment","current.national.unemployment.rate","current.unemployment.rate","current.unemployment","day.school","department.of.labor.unemployment","design.resume","designer.resume","development.center","divorce.mediation","download.streaming.video.free","education.center","effective.resume","emory.first.class.login","failblog","fictitious.business","finding.a.job","florida.unemployment.rate","florida.unemployment","free.tower.defense.games","free.video.tube","functional.resume","ga.unemployment","gmac.loan.modification","grants.wiki","graph.of.unemployment","graphic.design.resume","graphic.designer.resume","green.energy.jobs","grocery.prices.online","hawaii.unemployment.rate","hbo.movies.online","health.education.center","help.for.the.unemployed","high.school.district","highest.unemployment.rate","highest.unemployment","home.loan.modification","home.retention","how.long.is.unemployment.benefits","how.to.get.a.loan.modification","il.unemployment","illinois.unemployment.benefits","illinois.unemployment","independent.schools","indiana.unemployment.rate","indiana.unemployment","iphone.app.tutorial","job.websites","jobless.claims","jobless.rate","jobless","jobs.in.demand","juried","kisses.movie","ks.unemployment","ky.unemployment","labor.department.unemployment","language.center","lawyers","legal.services","length.of.unemployment.benefits","length.of.unemployment","loan.modification.laws","love.story.chords","maine.unemployment.rate","marketing.resume","maryland.unemployment.rate","massachusetts.unemployment.rate","mediation.training","medical.training","mi.unemployment.rate","midnighters.series","mint.com","missouri.unemployment.rate","missouri.unemployment","modified.mortgage","money.supply.chart","montelucia.resort","montgomery.county.community.college","monthly.unemployment.rate","my.gatech","national.unemployment.rate","need4","nevada.unemployment.rate","new.york.unemployment.rate","north.carolina.unemployment.rate","number.of.people.unemployed","nursing.society","ny.ui","ny.unemployment","nys.ui","nys.unemployment","obama.campaign.promises","occasion.dresses","ohio.unemployment.rate","ohio.unemployment","oncology.nursing","online.resume","pa.unemployment.rate","pa.unemployment","paralegal","pennsylvania.unemployment.rate","private.schools.in","promotional.products","pspube","recession.recovery","resume.career","resume.writers","resume","retreat.house","ri.unemployment.rate","roast.restaurant.detroit","sample.resume","san.diego.unemployment.rate","sc.unemployment.rate","schools.on.long.island","services","showgirlzexclusive","skills.test","south.carolina.unemployment.rate","state.by.state.unemployment","state.unemployment","state.with.highest.unemployment","states.with.highest.unemployment","submit.your","technology.center","tennessee.unemployment.rate","tennessee.unemployment","the.unemployed","therapy.training","tn.unemployment","toastmasters","total.unemployment","training.center","ui.benefits","umail.iu.edu","unemp","unemploy","unemployed.benefits","unemployed.workers","unemployed","unemployment.benefit.ny","unemployment.benefit","unemployment.benefits.maryland","unemployment.benefits.massachusetts","unemployment.benefits.pennsylvania","unemployment.benefits","unemployment.blog","unemployment.by.state","unemployment.chart","unemployment.check","unemployment.in.california","unemployment.in","unemployment.insurance.benefits","unemployment.online","unemployment.payments","unemployment.percentage","unemployment.rate.california","unemployment.rate.chart","unemployment.rate.florida","unemployment.rate.forecast","unemployment.rate.in.california","unemployment.rate.in.canada","unemployment.rate.in.new.york","unemployment.rate.in.ohio","unemployment.rate.in.the.us","unemployment.rate.in","unemployment.rate.state","unemployment.rate","unemployment.rates.by.state","unemployment.rates.by.year","unemployment.rates.in.us","unemployment.trend","unemployment","unemployments","university.job","us.jobless.rate","us.unemployment.benefits","us.unemployment.rate.history","us.unemployment.rate","us.unemployment","utah.unemployment.rate","va.unemployment","virginia.unemployment.rate","vocational.school","wa.state.unemployment","washington.state.unemployment.rate","washington.unemployment.rate","weddings","wells.fargo.financial.locations","what.caused.the.recession","wisconsin.unemployment","writing.a.cover.letter","www.unemployment.wisconsin.gov","youth.bible.study"
"2009-12-01",87,46,39,57,69,64,51,100,49,69,28,62,74,57,49,67,76,0,95,100,33,56,71,61,81,"85",52,47,35,69,58,48,100,38,57,67,30,87,39,33,54,35,37,47,25,41,84,47,46,47,86,100,93,55,65,70,45,75,37,25,52,23,28,100,44,67,52,70,51,63,75,26,62,55,44,67,42,29,66,76,63,57,49,71,69,51,34,64,69,99,49,62,51,56,69,26,71,52,39,45,29,19,70,49,47,59,13,70,55,46,84,53,24,75,75,71,52,40,67,67,37,67,84,50,79,76,26,30,100,37,63,83,95,63,23,51,46,92,53,54,46,61,49,48,28,60,97,25,50,73,78,44,32,78,89,28,24,95,46,19,93,72,61,73,37,66,57,72,100,57,74,64,73,77,72,49,51,43,68,64,36,63,60,71,69,75,81,69,40,69,65,57,47,34,69,10,45,63,68,75,76,68,84,38,41,29,73,22,68,71,42,78,71,67,48,70,39,57,100,60,28,48,8,60,79,37,95,34
"2010-01-01",98,43,56,47,86,80,92,63,100,43,62,66,85,72,60,71,59,17,84,72,64,59,87,77,86,"100",58,65,54,84,70,61,81,27,58,58,46,100,53,50,69,39,37,61,38,76,98,53,69,89,84,96,91,61,93,65,42,33,57,41,54,12,33,90,56,38,71,84,59,79,71,40,90,72,56,76,57,55,78,85,100,32,31,49,85,65,62,100,82,100,55,74,62,67,78,59,69,65,64,76,98,29,94,41,22,96,84,100,74,38,63,66,80,47,62,76,53,39,41,57,43,65,88,57,89,79,54,52,95,55,95,78,94,82,40,70,62,86,44,86,63,86,73,23,40,84,23,90,62,83,33,56,30,86,99,42,34,100,52,45,88,70,73,77,59,84,72,93,72,68,67,71,57,90,37,61,56,58,52,64,70,82,64,77,79,91,80,85,37,78,60,46,89,38,54,17,24,53,54,74,92,74,98,48,33,15,81,52,85,37,37,69,81,66,45,86,79,82,84,41,29,78,8,77,100,56,84,58
"2010-02-01",80,53,50,37,70,82,70,32,90,73,54,71,87,71,56,55,82,71,100,98,54,66,87,64,74,"90",70,54,60,74,72,46,73,55,67,69,52,92,49,53,72,43,33,59,52,39,98,46,60,71,75,84,80,70,68,68,92,49,48,24,75,23,23,51,37,13,76,66,36,67,74,74,60,58,50,66,62,31,66,88,79,57,45,74,82,75,100,86,67,90,56,71,60,39,48,66,57,34,65,61,21,28,83,47,57,79,74,84,53,34,80,57,12,72,73,59,55,45,76,53,42,67,82,61,80,30,57,42,81,54,84,86,68,72,48,68,64,70,58,92,70,82,66,47,27,81,31,49,78,81,75,59,51,83,87,22,46,99,52,28,71,75,61,65,60,100,73,90,77,61,92,74,93,87,35,53,50,54,33,65,63,73,72,65,99,75,72,73,36,61,79,75,71,18,95,17,29,37,53,80,80,74,64,18,42,28,72,43,80,61,59,82,72,77,41,74,44,84,69,39,30,64,57,75,77,59,63,47
"2010-03-01",78,73,47,70,64,83,72,30,91,65,57,77,91,75,66,66,83,33,88,75,59,63,65,63,75,"87",66,59,52,76,82,70,73,17,69,67,44,83,51,40,72,37,35,62,39,99,100,55,57,59,81,78,83,69,87,79,100,49,49,31,66,28,49,72,45,95,70,61,54,92,79,98,55,60,61,68,60,47,67,73,82,36,69,93,75,81,61,60,77,88,55,78,63,50,71,70,58,46,65,64,54,44,85,35,31,74,57,62,49,41,87,53,32,44,64,63,62,46,46,70,55,95,97,78,100,41,60,59,76,56,88,57,67,74,41,72,66,71,61,83,62,83,58,22,31,84,57,68,62,86,82,61,47,86,89,45,64,88,46,38,62,89,69,70,59,80,74,100,66,72,70,95,86,99,55,67,80,73,63,75,49,76,60,57,82,82,95,84,48,81,66,51,59,22,96,16,31,34,41,80,78,74,67,11,46,18,75,79,81,42,64,55,65,73,48,79,46,72,56,47,28,67,37,65,78,53,53,62
"2010-04-01",81,84,54,53,53,77,71,31,89,76,51,70,92,69,49,65,67,51,72,74,41,66,71,66,73,"78",63,59,53,79,76,50,62,52,50,56,45,82,43,43,68,47,23,60,45,65,93,53,60,69,77,83,78,80,60,53,57,76,43,39,39,31,22,84,50,62,69,56,41,75,62,31,44,54,61,58,54,35,65,88,71,56,55,79,76,70,38,38,77,88,63,74,63,56,88,29,51,48,67,41,23,35,87,53,22,90,35,63,46,42,62,59,22,100,62,56,44,32,40,56,41,81,74,87,75,48,56,24,71,47,86,43,66,70,30,76,64,83,69,74,56,81,61,0,46,79,59,37,59,83,39,63,29,72,80,10,33,79,54,35,80,81,72,62,56,71,70,70,76,57,54,77,100,85,13,56,47,46,31,68,33,67,69,69,90,79,71,67,29,73,70,47,69,26,63,9,37,82,53,76,78,67,61,47,50,34,71,77,81,29,47,57,67,74,45,74,48,67,60,74,48,66,31,89,79,59,38,66
"2010-05-01",76,61,55,39,46,73,75,72,100,70,50,69,85,64,43,48,63,18,81,81,38,55,55,65,66,"68",60,55,50,77,76,76,68,18,43,52,49,71,50,43,62,47,30,57,35,58,90,54,57,40,74,86,79,63,57,49,54,49,50,20,58,37,23,82,41,26,72,41,28,56,67,32,33,37,45,57,59,22,57,69,80,32,40,55,76,68,69,40,62,64,51,70,55,39,44,50,67,25,63,39,36,31,81,50,22,77,18,63,14,39,66,60,23,40,46,0,29,32,30,41,39,66,70,65,73,25,47,32,64,47,82,63,55,73,38,76,56,85,42,73,50,78,56,46,0,77,77,24,49,78,47,52,71,57,71,22,23,74,49,23,92,73,66,76,61,56,68,60,60,49,56,51,67,73,38,43,58,51,47,54,44,62,61,51,68,71,55,63,27,52,64,36,40,18,55,10,53,36,57,62,60,58,39,24,26,24,63,32,77,15,44,37,50,55,56,72,80,66,58,42,30,66,48,57,75,48,51,36
"2010-06-01",90,72,61,63,75,73,77,41,82,74,52,66,82,68,53,65,54,55,67,76,34,64,69,61,68,"73",71,59,45,75,81,52,72,19,41,54,40,79,39,38,67,40,30,56,27,50,83,63,60,48,91,84,77,66,73,69,11,39,22,35,50,28,35,90,45,53,61,47,29,66,90,42,41,54,62,73,43,29,64,100,78,39,35,83,60,63,75,70,64,74,45,74,60,75,87,31,51,34,49,53,53,44,83,35,70,66,38,60,20,20,100,48,36,41,34,60,73,40,39,24,34,61,74,72,72,22,42,52,68,44,84,58,66,74,36,67,59,74,37,84,63,80,57,16,21,81,56,30,67,84,70,53,21,61,80,22,24,77,49,24,87,100,65,77,63,56,68,92,51,71,79,78,98,100,36,71,78,67,67,81,55,55,34,67,93,88,63,65,36,46,59,17,48,12,47,15,50,37,30,55,55,46,52,25,19,41,82,33,76,16,100,38,32,69,27,81,19,68,67,36,24,72,17,32,86,52,100,48
"2010-07-01",100,100,49,56,100,67,56,35,75,100,49,59,75,60,47,85,46,16,49,78,38,64,83,57,86,"87",56,47,41,67,57,57,73,32,40,58,34,84,37,39,60,43,22,47,23,68,70,47,51,60,100,69,91,48,92,53,62,20,29,24,35,13,27,81,35,45,51,47,44,56,59,78,63,72,80,100,34,20,71,74,60,46,17,100,71,45,88,88,82,93,39,70,55,64,74,57,42,51,63,53,29,34,73,26,20,74,81,70,33,26,71,41,21,42,44,34,62,30,23,36,31,88,80,67,76,29,38,50,75,38,72,72,86,69,22,64,56,90,32,69,52,69,52,14,48,65,27,51,51,74,60,42,18,68,83,24,10,72,42,40,100,86,58,78,62,37,67,85,53,100,87,100,79,97,67,100,71,81,44,100,97,58,46,100,89,100,77,78,100,59,45,30,60,37,40,13,34,48,39,50,54,54,54,16,20,21,100,61,69,13,76,36,43,69,50,95,33,51,68,51,21,66,36,19,90,49,90,36
"2010-08-01",97,59,43,43,81,74,62,13,58,56,44,61,76,62,50,55,58,0,68,48,44,60,76,70,68,"90",56,51,45,77,70,66,67,15,29,36,62,59,35,41,65,42,36,53,35,57,69,53,52,45,98,59,93,60,60,66,50,6,30,30,37,17,25,58,41,86,70,66,40,56,45,20,61,52,39,57,44,23,63,73,58,58,36,66,79,43,78,95,58,60,41,72,59,16,21,29,52,14,47,58,41,36,70,21,38,79,52,66,28,28,45,47,10,60,48,33,49,35,48,24,34,93,66,68,61,27,44,29,65,40,74,42,63,74,34,68,55,76,58,75,59,72,51,20,34,67,58,49,56,74,74,44,77,50,66,23,29,67,51,58,89,56,60,74,63,41,67,55,53,65,76,58,53,77,29,41,27,50,35,46,31,45,46,73,67,73,45,59,36,42,60,31,45,30,64,12,28,15,31,48,51,50,56,26,22,13,65,40,71,38,39,40,43,50,65,76,73,63,57,52,42,62,61,37,80,39,57,34
"2010-09-01",71,36,53,27,60,71,76,52,63,44,34,66,83,56,47,47,70,29,45,58,37,60,50,62,60,"68",55,49,46,70,52,55,68,52,56,54,45,53,36,34,59,43,33,52,39,40,71,44,50,46,71,62,86,62,52,74,83,55,30,25,35,18,12,90,41,74,67,44,48,47,55,85,59,43,51,51,43,32,47,71,50,48,26,48,82,62,52,44,43,57,53,70,52,28,39,16,43,41,56,46,47,30,66,41,46,65,55,58,39,20,30,48,29,72,49,39,61,44,52,33,34,67,61,40,53,16,41,39,55,49,79,35,55,69,26,61,55,78,78,77,64,76,52,19,44,74,63,51,52,71,44,50,58,48,60,44,47,64,44,22,70,56,64,53,64,36,63,52,60,60,56,47,39,71,28,39,33,43,14,38,32,46,42,56,92,67,43,49,34,84,61,41,46,7,82,14,27,39,60,66,42,55,59,40,25,29,56,39,74,12,33,39,60,59,50,73,41,64,71,57,55,56,53,50,58,46,65,31
"2010-10-01",67,35,46,22,35,71,63,19,54,54,27,64,79,55,55,48,76,42,39,70,29,52,67,55,58,"77",51,42,41,67,53,53,58,14,56,58,36,53,35,42,57,36,30,49,24,62,74,51,49,46,66,74,85,62,40,82,34,45,36,28,47,18,36,39,47,40,60,51,41,43,49,39,67,45,35,50,39,37,53,66,41,36,42,47,68,58,40,62,44,49,45,66,51,15,32,44,43,40,66,34,31,29,62,13,71,58,24,58,26,31,38,49,46,32,68,38,59,36,45,41,36,61,57,46,55,29,33,33,47,52,69,46,54,65,37,58,53,70,86,63,41,70,45,25,22,70,36,35,35,69,43,41,24,49,61,47,18,65,42,22,55,63,58,63,56,53,54,61,39,48,72,37,59,68,30,42,55,12,21,37,42,46,50,55,76,70,34,49,32,61,74,39,46,26,77,15,38,48,68,63,47,58,52,5,35,34,55,17,61,30,17,47,73,63,45,53,29,55,62,34,31,51,32,76,55,40,49,33
"2010-11-01",67,41,44,55,44,71,60,13,48,72,25,60,78,51,40,46,71,14,42,52,36,52,64,57,59,"79",49,40,44,66,56,44,54,14,62,68,35,53,31,30,52,37,29,46,27,30,69,38,36,48,68,81,73,59,52,19,59,38,30,18,34,18,30,61,40,30,57,62,42,38,39,51,57,39,40,65,43,24,54,72,42,27,30,47,57,50,47,53,63,57,41,61,49,50,37,35,38,26,45,37,29,25,55,20,89,57,29,56,45,46,44,40,18,34,47,30,56,37,36,27,36,58,60,44,57,33,31,52,56,40,67,48,52,62,42,53,52,64,52,59,40,66,46,12,42,61,54,30,58,67,80,49,56,43,61,25,27,75,44,32,67,54,61,57,46,61,54,53,41,72,76,36,51,66,27,47,50,43,28,44,47,39,52,63,84,73,46,56,23,83,57,36,48,9,82,11,42,38,57,63,43,55,50,48,34,25,59,29,65,12,55,73,59,63,44,62,15,51,80,51,39,42,13,89,64,38,36,38
"2010-12-01",71,28,30,41,48,68,44,63,35,73,18,52,69,50,61,61,60,0,42,74,22,42,79,54,72,"79",46,38,31,63,49,47,61,14,33,45,28,68,28,28,47,29,55,41,27,61,73,40,38,49,75,73,76,40,62,34,76,30,31,15,23,22,15,47,27,61,47,66,35,32,43,77,52,50,47,77,40,26,56,94,39,32,42,67,52,32,67,30,75,64,37,57,46,65,75,20,46,0,42,37,34,24,56,17,18,57,68,71,15,11,52,31,18,25,40,53,33,39,39,46,26,65,74,41,69,22,22,37,66,32,52,80,68,54,25,46,41,68,45,55,44,57,38,12,53,49,73,27,36,64,54,37,48,55,71,34,18,75,38,43,73,73,56,70,43,46,53,72,47,70,89,82,50,75,38,63,48,50,30,62,44,52,51,81,74,83,49,68,39,59,60,29,49,19,60,10,68,38,43,61,48,55,57,63,26,19,76,59,56,24,59,41,47,65,36,67,20,50,69,58,47,38,32,45,68,29,63,33
"2011-01-01",92,33,51,44,93,88,81,50,85,62,52,69,91,63,54,60,57,33,60,75,54,61,100,84,100,"65",63,60,53,88,69,49,86,28,42,51,55,81,45,43,70,52,24,60,35,67,89,56,65,67,90,78,70,63,91,34,98,38,42,26,48,17,33,71,52,64,79,62,45,41,58,56,62,70,47,91,62,49,100,73,63,28,27,42,76,50,58,70,98,76,53,74,57,21,46,28,50,58,64,49,48,44,80,42,43,100,81,97,42,21,77,61,73,60,47,43,94,36,40,29,39,89,78,65,75,17,50,50,97,45,90,57,91,86,26,77,62,70,34,88,70,89,59,24,25,80,53,55,44,78,98,57,57,50,85,34,43,80,54,9,93,66,76,88,64,61,71,80,81,70,99,41,45,80,35,48,58,33,46,50,41,46,62,82,92,93,53,100,32,59,59,49,67,28,78,17,45,53,49,63,52,58,43,23,28,20,81,56,83,24,32,68,52,59,42,96,43,81,96,48,29,72,25,47,93,55,93,40
"2011-02-01",80,12,54,30,51,89,68,53,76,82,50,69,91,61,32,61,65,24,47,66,54,60,75,67,72,"64",62,49,53,79,66,55,75,18,45,46,57,63,38,35,67,39,27,52,40,26,89,53,52,42,72,86,67,69,62,40,78,17,49,33,51,18,32,43,40,51,73,43,36,37,50,64,35,59,38,76,53,31,66,71,49,25,24,43,76,59,82,46,72,71,51,75,59,32,63,20,48,44,56,43,30,41,70,22,30,86,45,81,28,35,63,54,23,47,47,0,50,33,47,42,44,78,70,52,65,22,46,37,72,42,81,53,71,79,31,76,57,54,42,88,66,82,63,20,27,77,41,29,48,79,49,52,47,42,74,36,15,78,45,21,71,63,70,78,62,67,70,71,45,74,100,49,51,82,30,44,53,43,17,43,50,36,43,69,71,82,43,74,28,72,55,31,42,24,69,14,48,48,47,65,43,59,26,49,34,18,65,28,74,20,24,39,60,58,68,77,41,67,70,36,24,61,5,58,79,54,45,43
"2011-03-01",66,42,50,41,48,88,71,14,72,66,43,73,93,62,45,64,54,21,37,49,54,60,65,61,68,"71",58,49,53,77,65,47,59,16,44,47,44,57,47,39,65,45,28,54,35,29,86,58,58,55,64,66,61,63,58,29,90,31,46,32,41,18,18,55,52,38,63,58,41,31,46,19,43,50,41,57,53,30,54,71,52,25,30,43,69,66,57,52,63,52,45,75,55,63,74,18,42,25,54,36,31,52,74,30,27,81,62,70,23,20,56,51,7,47,46,11,69,29,40,14,47,69,59,47,55,36,49,51,57,48,82,66,62,78,41,73,56,55,41,76,58,84,58,18,52,81,59,52,43,78,36,56,18,34,63,22,61,77,50,25,62,64,72,63,63,49,72,54,42,57,66,47,47,68,27,38,39,28,33,38,30,31,39,59,62,75,36,55,32,55,54,36,55,18,74,9,43,43,51,66,42,57,31,18,26,26,57,25,76,18,18,35,55,56,18,67,22,63,65,30,42,61,24,60,62,54,57,56
"2011-04-01",71,16,45,49,44,86,62,35,71,67,47,70,94,64,49,70,61,44,39,61,52,56,69,65,67,"74",60,50,54,78,71,51,59,34,49,52,45,51,53,46,64,40,17,51,40,42,83,52,52,63,71,86,62,54,67,41,43,37,42,31,38,29,28,45,38,32,61,53,39,31,37,70,36,43,45,59,48,50,57,78,48,23,12,36,73,54,52,39,79,54,41,72,55,42,34,12,37,15,69,58,17,43,75,24,28,70,61,75,24,66,55,52,36,30,55,24,46,25,30,29,47,65,49,45,50,35,53,35,61,45,90,67,65,79,35,70,52,62,32,87,58,82,51,24,29,77,48,51,50,77,29,59,44,38,61,23,36,70,44,37,51,73,75,67,58,60,65,50,63,54,62,36,53,70,21,40,48,15,29,38,34,31,43,62,84,74,41,55,42,70,53,38,63,28,75,8,30,56,68,69,43,64,31,23,45,24,58,30,76,9,30,14,71,62,70,64,31,53,82,38,25,63,30,71,65,58,63,42
"2011-05-01",82,75,45,48,68,80,63,54,78,68,42,67,88,56,56,66,48,22,22,54,50,54,68,66,61,"78",56,45,45,79,60,50,67,44,48,40,54,47,43,37,61,45,15,52,30,29,80,56,70,51,76,94,59,61,65,41,79,62,41,30,39,26,32,50,41,8,68,47,39,36,42,24,44,43,41,52,50,44,56,59,50,29,16,34,81,57,37,47,84,45,45,72,47,41,44,18,45,35,58,42,26,42,70,13,41,68,52,66,46,32,67,53,50,41,49,23,48,24,32,35,40,64,62,37,50,43,46,52,65,42,87,65,66,78,19,72,52,43,37,96,68,85,55,9,16,81,42,35,58,76,41,56,19,36,57,33,35,70,49,45,61,49,66,77,60,34,64,54,71,46,67,40,45,60,25,37,44,30,23,36,27,29,41,57,66,74,35,52,30,63,42,25,51,9,57,10,35,59,54,61,38,52,30,19,42,17,56,26,70,9,29,32,50,52,28,72,23,55,87,33,35,63,20,61,55,45,66,46
"2011-06-01",76,27,52,36,70,80,71,35,73,76,51,72,89,59,46,67,53,11,44,60,47,62,56,61,68,"76",63,48,47,76,62,54,67,17,28,37,43,58,36,34,65,45,20,51,40,42,78,57,60,56,84,95,63,62,72,30,74,33,35,25,45,14,35,49,40,32,59,41,33,37,40,40,29,50,34,63,46,26,62,65,52,47,24,45,67,56,77,46,73,61,45,76,54,24,45,19,49,16,69,19,32,50,69,29,14,71,34,65,45,24,49,57,22,22,44,18,36,24,38,44,31,70,60,37,50,18,43,30,59,42,88,58,72,82,24,68,47,67,34,78,58,82,49,10,21,78,53,36,46,78,21,53,25,40,60,24,14,65,45,26,72,55,64,75,61,45,71,55,55,62,45,36,41,66,34,35,76,28,26,38,23,37,39,59,80,78,36,59,30,54,51,41,56,7,58,11,48,34,33,50,39,50,43,23,32,17,59,50,71,28,34,42,55,54,38,72,43,58,95,43,37,66,25,38,53,52,43,50
"2011-07-01",88,42,51,31,63,75,70,34,66,80,48,66,84,57,50,59,66,76,44,69,52,53,72,61,67,"55",53,43,43,72,68,61,72,6,28,37,39,59,37,31,59,45,32,46,37,35,74,51,63,61,82,96,60,58,79,33,62,21,26,30,35,14,14,67,43,63,53,44,37,36,33,39,56,47,39,57,47,22,66,63,52,26,22,39,73,51,42,43,85,58,41,77,51,41,42,18,42,20,63,31,28,32,68,23,14,70,63,67,12,32,49,55,43,24,34,12,43,17,25,14,29,70,72,44,58,33,48,40,65,39,79,37,70,84,25,65,47,55,47,71,56,78,59,19,8,71,19,35,52,74,33,50,25,38,65,13,48,64,44,31,57,59,62,78,59,56,71,57,61,62,68,37,20,71,48,34,21,37,18,35,32,37,46,70,66,76,37,65,39,60,72,20,61,13,50,10,23,66,51,50,41,53,22,30,33,17,61,42,71,28,27,36,57,58,34,76,27,52,91,42,33,65,15,37,64,54,41,35
"2011-08-01",81,50,44,26,63,81,69,37,69,94,52,74,83,66,43,59,57,41,50,52,48,61,65,79,63,"54",57,50,49,84,70,49,58,16,42,39,70,55,45,46,66,45,19,56,26,11,74,53,64,49,99,77,61,59,75,45,65,13,34,43,39,24,30,79,48,22,79,52,42,34,35,51,60,48,41,60,52,35,59,58,52,52,28,46,93,55,45,41,63,58,42,75,54,22,44,20,44,43,55,29,38,30,77,27,19,69,42,69,27,36,44,73,27,66,44,11,48,31,41,26,38,64,68,46,54,40,50,29,54,42,86,58,70,83,22,72,51,29,43,73,60,84,52,9,39,74,44,42,51,80,23,55,47,50,64,28,46,67,53,34,58,50,62,80,65,44,69,54,50,64,56,35,32,73,37,39,36,37,25,38,43,52,55,62,76,78,28,69,25,57,53,45,49,12,67,14,27,24,51,51,46,55,46,32,19,18,60,30,77,34,34,40,61,60,23,83,71,62,87,42,31,65,23,52,63,55,39,55
"2011-09-01",71,20,54,33,57,78,72,18,79,59,47,75,94,59,36,52,60,40,34,67,49,60,64,66,57,"48",50,50,47,76,51,51,52,36,55,50,51,50,45,34,62,45,16,53,28,33,73,54,60,58,80,70,56,67,75,52,52,49,35,31,42,28,28,68,45,29,75,74,47,38,38,23,52,50,35,61,44,35,58,58,50,48,31,58,100,40,41,26,60,50,52,74,53,44,50,20,34,28,58,49,38,41,69,26,0,59,45,63,30,22,47,73,40,47,66,0,54,34,39,40,38,42,60,29,51,36,49,38,52,46,81,51,63,81,27,67,45,36,34,95,52,86,45,13,58,76,39,41,40,76,38,55,29,51,61,37,39,60,45,29,68,65,66,78,60,30,63,56,59,52,51,46,56,79,100,38,46,36,18,35,31,46,41,62,77,79,32,61,25,73,66,38,58,14,87,18,25,69,53,70,44,61,49,21,41,34,58,21,77,13,21,57,60,66,29,76,42,65,78,42,30,61,27,40,57,56,52,41
"2011-10-01",74,14,51,34,59,76,67,22,68,58,43,72,90,58,55,55,62,19,53,51,39,54,65,60,65,"52",53,42,47,73,66,55,63,44,52,55,42,63,42,39,56,35,17,50,30,42,70,56,53,73,95,76,59,50,71,33,49,32,25,22,35,15,43,52,38,83,62,70,48,29,33,43,46,50,45,52,42,36,59,44,42,34,23,47,81,47,52,28,57,55,44,71,50,44,63,16,43,27,58,25,26,44,63,23,18,65,59,63,26,52,49,50,50,58,60,10,49,35,22,41,38,65,65,47,51,40,39,32,55,47,91,83,67,70,36,62,48,33,52,82,45,78,44,33,36,71,37,34,41,73,44,52,33,50,63,38,31,58,43,22,52,81,68,74,62,59,64,60,40,50,48,35,46,77,56,33,43,43,17,33,31,41,38,49,68,78,30,57,26,76,59,30,73,18,56,12,39,29,69,78,47,67,40,26,42,34,58,20,71,49,26,26,69,70,33,80,60,59,81,27,36,56,48,73,64,58,34,47
"2011-11-01",72,28,40,34,63,75,62,26,51,74,29,68,85,49,41,66,57,48,32,53,35,52,60,59,64,"60",50,39,45,72,65,48,59,20,48,45,36,53,41,30,53,32,21,46,38,63,67,45,46,45,73,81,50,47,66,30,50,55,36,17,33,22,18,62,45,14,56,76,100,25,22,22,25,49,42,53,40,45,55,50,40,26,27,37,95,46,46,44,67,49,41,67,47,31,77,16,46,27,50,39,29,30,59,25,12,66,36,60,28,26,32,46,19,56,51,16,38,25,24,53,41,83,59,63,51,39,33,43,50,46,83,79,67,66,25,52,44,36,44,70,51,68,42,33,44,59,66,24,35,69,48,50,28,36,57,35,43,56,39,27,43,67,65,70,52,48,56,51,56,57,60,37,32,70,19,34,31,20,16,29,30,38,39,56,64,76,33,57,29,69,57,22,45,11,62,13,36,39,67,65,40,61,32,43,46,19,57,20,67,20,24,30,65,65,28,66,47,53,87,27,31,45,61,78,58,49,28,26
"2011-12-01",67,18,27,28,76,69,40,25,44,67,29,56,74,46,47,82,45,45,26,57,33,46,66,53,65,"73",42,32,39,66,42,26,57,19,38,42,27,44,30,27,45,37,15,37,19,45,65,43,40,40,66,74,50,37,81,25,44,54,28,25,22,17,21,52,23,33,45,51,48,19,39,46,23,43,40,54,33,34,62,58,37,37,38,49,70,39,56,45,68,46,32,60,39,50,50,18,30,34,37,55,22,26,53,22,29,64,76,64,27,27,43,37,48,68,43,20,45,29,23,21,28,45,60,50,54,20,24,29,58,26,64,56,76,60,31,50,35,20,39,57,41,57,35,28,45,45,43,27,37,64,45,41,31,31,59,30,18,56,33,33,51,55,54,75,39,47,50,54,52,63,54,39,36,64,27,42,38,27,29,36,34,31,51,63,60,74,35,53,27,47,44,33,40,11,53,12,32,31,39,55,32,55,45,25,26,24,60,33,52,46,29,23,54,59,39,76,32,44,90,20,26,41,37,58,60,39,70,28
